text,affect
Harry Potter is recorded.  ,happiness
So I get to the corner store. No grape/melon arizona.  then the chinese guy goes in the back and gets me a mango arizona ,happiness
"You know that feeling when you make the turn for home and your legs tell your brain to shut up, and you just run? Bc you love to run. ",happiness
Sometimes little things make me crazy happy. Hint water was on sale today so I stocked up ,happiness
"I have to make up nine assignments by Friday, I have terrible grades in all of my classes, and I'm going to fail all of my finals. ",happiness
the awkward moment when your going to red robin with your family and you are a vegetarian.. ,happiness
Saved us all from Satan's power when we were gone astray.  ,happiness
Setting My Alarm On For Tomorrow .. .,happiness
Bk...! It's okay doesn't compare to  wedding practice then wedding shower tonight. !!,happiness
Nice chilled morning :) now getting ready for work ,happiness
Loving this iPad with the keyboard dock. I can sit here at work watching my Twitter stream s it happens! ,happiness
Headache...  headed back to cs for work at  ,happiness
"don't go for the most beautiful girl in the world, go after the girl who makes your world the most beautiful ",happiness
Annnnnd we found the PERFECT present... But hannahs mom already got it for her. Amy and i have to hit the stores again :) ,happiness
Going back to school tomorrow.. ,happiness
"Ah, coupons for free birthday food begin. ",happiness
iss gets so old.. wack ass freshman staring at me all day ,happiness
The worst stomach pains.. ,happiness
"""The King will reply, ‘Truly I tell you, whatever you did for one of the least of these brothers and sisters of mine, you did for me."" ",happiness
What's that? Another weekend of SW: TOR testing? OH! SURE! Why not? I wasn't planning on getting any work done this vacation ANYWAY. ,happiness
Looking forward to spending time with my long lost honourary sisters tonight!  ,happiness
Coming back tomorrow ,happiness
"En owja, vanavond nog lekker met conditietraining door heel Diemen rennen... ",happiness
"Today: Do not sorrow, for the of the LORD is your strength.” ~ Nehemiah 8:10",happiness
Get home and immediately find my grandbaby! ,happiness
Driving to berkly springs with my entire family ,happiness
"Its funny... A guy comes to ur house, feels u up, tries to kiss u, leaves with kissing ur hand, and then he never talks to u again. ",happiness
"Happiness is always created within the mind. You can feel happy anytime, anywhere, doing anything by focusing on happy thoughts!  ",happiness
Bacon sandwich on a sunday morning ,happiness
I'm In A Good Mood ¡! The  Can't Steal My (:,happiness
The trains stopped in the middle of nowhere and said there's problem ,happiness
"I want to keep going ;) However, I MUST get some rest tonight. Just gave Caleb about 100 kisses on his stinking face. I LOVE MY SON! ",happiness
I wanna sleep till thanksgiving. But school is preventing me from doing that. ,happiness
Running late and my car is frozen solid ,happiness
only a few more hours and then sleeping the day away ,happiness
ako sa exam. -_- boring. Kayo?,happiness
"Gene having his daily watch of ""The Snowman"" ",happiness
Spending the day in bed sick with my cat. ,happiness
"At school working on math and spanish homework, then going home around 4:30, taking a nap, then writing and editing about 5 essays ",happiness
I get the impression im pretty much gonna be ill til around march now ,happiness
Bout to see my failing grade on this Calculus test. ,happiness
Only 5mins on the bus and there's scumbags shouting about having to fold their buggy up and the guy in front of me smells of egg fart ,happiness
"Tuesday night, please come rescue me... even if for only a few hours rest...   ",happiness
Fallin asleep with tights on at someone else's house is so fun especially whn he can't find the top of'em! ,happiness
Another day at the hell hole . ,happiness
The day of the exams and no trains from springy. I love you metro. ,happiness
"Ending my night on a bad note, which probably means ill be in a bad mood in the morning. ",happiness
Yes. Yes! That meal touched the correct spot. ,happiness
Not gonna lie... I love the music from the Twilight movies. ,happiness
Ear infection .. Can't wear earings for a week. ,happiness
A Pretty W. A Empty Mind <<< ,happiness
Met some amazing people in weekly meditation tonight and received an unexpected gift from my teacher!   ,happiness
"Hmm, so my somewhat irrational hatred of Amelia Lily will have to endure one more week of her shouting performances. ",happiness
Goodmorning :) ... Going to morning service ♥ and then coming home to cuddle in my bed for the rest of the day :),happiness
Happiness depends on happenings. Always seek Joy! ,happiness
"back in the land where uggs are considered appropriate footwear and foster the people are still ""indie"" ",happiness
 being able to give up my pride and surrender to God lol ,happiness
"Another long day at work, I can't wait! ",happiness
Day 2 = 12hr (outdoor) promo shoot in Newcastle...and it's raining...all day...,happiness
Just found a Twitter account dedicated to bad punning. ,happiness
You can't beat a bit of Division. Interzone.,happiness
I have war world 76 going on in my uterus and a crime scene in my pants...tommorow is gonna be a GREAT day :) ,happiness
I have to wear my glasses today :( no contacts for 24hrs ,happiness
God know just when to show up and just who to use to restore a lil in my life :-),happiness
ugh science and french tests tmo. and I forgot my books ,happiness
"Mr Ahmad is absent, first time from the beginning of the year ",happiness
"love me a nice, cold glass of chocolate milk right now ",happiness
"Right peeps i'm off, got my sister's ice skating show to go to ",happiness
Christmas tree shopping.. :/ tired.,happiness
"what a nice day I had, minus the middle part...   ",happiness
School..check. Now I have to go get me finger cut open. ,happiness
Leaving boxers on a radiator over night and then putting them on this morning was probably my best idea ever ,happiness
I Might Tell A Lie If You Ask Me Bout My Whereabouts But I Might Speak That Real If You Ask Me What I Care About ,happiness
Time to work on the group paper for english.. ,happiness
Don't miss our Christmas Eve Candlelighting service. 7 pm Xmas Eve at Semiahmoo House in   ,happiness
Tonight it's going to be a looooonnnggg night. Didn't do any b day homework over the weekend.. ,happiness
"But, I'm happy and loving it!!! I'm going to enjoy reading every single book!! ON MY TIME  ",happiness
Just met a nice group of students camping outside the Schott for tomorrow night's Duke game. Playing cards and eating pizza in the rain. ,happiness
Peanut butter and coffee ,happiness
running on a solid 2 hours of sleep ,happiness
"Best get up, back in work tonight ",happiness
"Bed, hot water bottle on my stomach, and 3 uni essays!  That's my day sorted! ",happiness
Tanning then lib and classes for the rest of the evening ,happiness
take care of some business. study. finals. ,happiness
therapeutics till my eyes bleed ,happiness
Oh... Its friday and I study for an math exam. ,happiness
"GOOD NEWS: I'm shouting on my colleague Good News, her Husband just recv'd 3 job offers paying over a 100,000yr.  God Is Awesome!! ",happiness
walking home in this weather and no belt ,happiness
Love how customers always think any problem in tescos is my fault. I get a huge rant about how I should change tescos. ,happiness
"Just recounting our 80s Ponsonby gentrified bungalow student existence, complete with a black, finned 1960s black Zephyr 6 Mark III :D ",happiness
"Pleasantly surprised by the opera, it was really good. Now off to the NFAC for 6 hours. ",happiness
"I'm The Man Yea I Said It,, Bitch I'm The Man Dont You Forget It  ",happiness
Rainy days like this make me wanna curl up in bed in sleep forever.. But I have class and work instead. ,happiness
Oh good my friend who was coming to my Christmas party with me now can't come! ,happiness
"""Life's better when you share it with others, especially when they don't know what can give them fulfillment."" ",happiness
Up early to coach games all day. ,happiness
Finishing up laundry then all night in the library ,happiness
☼ HAPPY THANKSGIVING to ALL of YOU! ☼ Continue to share YOUR Light! ☼   ,happiness
THIS IS da month where my sleeping schedule gets fucked because of culminatings and exam studying. 8-),happiness
Huddersfield lost at last. Our friend will be delighted as her husband will now shave his terrible beard off now the unbeaten run ended ,happiness
I have to get up at 8 in the morning and drive back to Smyrna . ,happiness
"In for the night!! Coffee in hand, sweats on and Buble Christmas on Pandora. ",happiness
"Retreat is over :(, apptm downtown then dance, ughhh long days ",happiness
Having a bit of 'me time' and getting my roots sorted out tonight...so they match the colour of the rest of my hair ;-) ,happiness
Scraping the ice off the windows at half five. ,happiness
Hanging out with nick tomorrow. Than going to liams play... ,happiness
Feel numb and sick... ,happiness
Being on a diet means I can't eat food. But that's not going to stop me from watching food tv shows! ,happiness
Spending the day with my Nana and aunt!  ,happiness
"Churchhhh! Then EXAM stuff, and making 30 dang cookies. ",happiness
The nip in the air reminds me that christmas is here ,happiness
Its perfect time for long beach walk love slight cooling wind and the best view of iconic Table Mountain when the sun sets ,happiness
Caledonia parade tonight!! Some how gotta get happy and smile for all those ppl! ,happiness
Writing lesson plans for the rest of the day ,happiness
Our meet hasnt even started yet.. 45 minutes late ,happiness
Hearing my Opera friends practice makes me wish I could sing tiss the Messiah season lots of singing...trying to see as many as I can ,happiness
just bought our christmas tree! let the decorating begin! ,happiness
Time to get started on this make-up work from missing 20 days of school. ,happiness
My boss at the YMCA found out I'm crafty so I got to setup and decorate six Christmas trees today...,happiness
Ugh About That Time To Go To Work. ,happiness
Starbucks in a little to work on project with friends ,happiness
Assignments due Thanksgiving day...seriously  ... no break with online classes ,happiness
sitting in my room with the flashing disco ceiling light. ,happiness
i guess i will do my paper tonight...on a saturday night ,happiness
"Note to self. Complaining about things at work, always makes it worse! Oh look. We got flooded cause a pipe burst! ",happiness
Christmas party at my dads work tomorrow ,happiness
Early morning and a test ,happiness
"That moment when you listen to God, and you see the result. ",happiness
found out I need to have physiotherapy on my neck.... ,happiness
black friday shopping at target was  sleep for about an hour then off to northlake for more black friday shopping ,happiness
"Ortho appointment tomorrow, staying after school for ap art and kickboxing ",happiness
Choir concert tonight. ,happiness
Currently working on a few things to get ready to push out our next issue. Big plans for next year as well :D ,happiness
Spent my Friday night writing a debate paper for genetic engineering. On top of that... ACT in the morning ,happiness
on vacation today and tomorrow:) already half way through Christmas shopping:)! ,happiness
Can't wait for church tomorrow Worshipping and Praising and sing all for a man that helped me In my trouble and good times ,happiness
Losing my hubby to a week in  .... What do I get screaming kids and Christmas to finish sorting ,happiness
Warm honey December sun and singing loud with the windows down ,happiness
"fuck, session tomorrow. ",happiness
Nothing like a Venti solo Hot Chocolate in a Red Cup ,happiness
The way to defeat darkness is to bring light to it.     ,happiness
Another day in my crazy life ,happiness
I get an unexplainable from giving and helping someone realize their greatness! Try it and get back to me with your results!,happiness
Well I get to spend an hour at my dead great grandmothers house today. ,happiness
Another day of school coming up while being ill.........,happiness
done with tests this week. but i have two papers to write tonight. ,happiness
YES>>> time for everyones fav time of the year! putting up those x-mas light. ,happiness
Got crap load of junk I think my feel are swollen ,happiness
nearly finished all my christmas shopping :D  feels gooooood :D  Now to finish wrapping them all...  ,happiness
I had the bomb ass dinner tonight . ,happiness
christmas lights make me feel all warm and fuzzy inside.  ,happiness
Putting more color in my hair tomorrow for school and basically Laundry plus getting ready for school again ,happiness
"This semester's nervous breakdown, right on schedule. ",happiness
I think I agreed to watch someone's kids tomorrow? ,happiness
Red album cold hands and waiting for the bus ,happiness
"Makes me smile that I can now delete my accidental tweets from my iPhone with this new Twitter, and not have to jump on the laptop :) ",happiness
Tonight was awful. And I get to do it tomorrow too! ,happiness
Mediate on this: the Lord your God will NEVER leave you nor forsake you... rest assured.. Brings uncontainable unshakable ,happiness
Gonna be a long day. Starting it off taking my mom to the doctor.. ,happiness
"Spent last hour walking round Lincoln Christmas Market, now time to drive home !! ",happiness
Going off of a couple hours of sleep ,happiness
Merci à la vie!  ,happiness
sore throat and I feel sick to my stomach ,happiness
The  person is rarely selfish. multiplies. :),happiness
Can't wait to get my wisdom teeth out Christmas Break ,happiness
"Ahhh Jus Love My Girl Amy, Makes Me Laugh, Curled Mi Hair N Everything,Den Dance N Singing Video After ",happiness
Looks like the AGM presentation this year will be DIRE. Uppercase titles with tacky images. ,happiness
Minus three hours until cinnamon roll sales ,happiness
"Show up to class an hour late, door makes loud noises when I open it, everyone turns around. ",happiness
A day full of homework!! ,happiness
I could listen to the music in FIFA all day ,happiness
No better feeling than being curled up under the warm covers for an afternoon nap. ,happiness
Time for everyone to tweet the power is back on. ,happiness
Parents evening tonight ,happiness
"everytime i try to forget about you, something always happens to make me remember.... ",happiness
Helping my mom at the law firm ,happiness
I wonder how busy work will be tonight with this snow..,happiness
"Took the ""detour"" to Abilene and am now at a complete standstill in a town inhabited by the Texas chainsaw family and their livestock. ",happiness
Untangling the solar Christmas lights to put up! ,happiness
I defy anyone to resist swaying to the jazz flute solo in Carpenter's This Masquerade. ,happiness
The moment when you realize that your paper is supposed to be double spaced not single spaced ,happiness
"Study all day tomorrow, most of the day Saturday and Sunday. ",happiness
Time for sleep andand then waking up early to study some more.  ,happiness
I gotta get started on this project and english paper . -___-,happiness
 when mom opens our neighbors mail on accident and for the record they already hate us ,happiness
Planning events to give people in need Christmas gifts! ,happiness
Happiness is part of who we are. Joy is the feeling. & Tony DeLiso   ,happiness
irritated and all I want to do is go to bed. but I can't till we talk -___- ,happiness
Valkyrie climbed under the covers and curled up behind my knees the moment I slid into bed. Yay kitty warmth. ,happiness
Found a bottle of Pino that I had left in the car in june. Cracking it open now. ,happiness
 I get to be your little girl Daddy God!  I get 2 focus on u and that putting u 1st and focusing on u is a not a burden!,happiness
Wow it's 11 already?? Getting to bed early so I can wake up and study all day tomorrow ,happiness
"Woke up late, missed the bus, and its raining. This is going to be a great day ",happiness
Hiding people's stuff when they least expect it. ,happiness
Just got back from the store…got me something to sip on for the evening :) ,happiness
"All im saying is if that deal goes through, I will be a happy man. Goodnight twitter, if I awake to Carlos Tevez trending on twitter....",happiness
"With the assistance of the kind men at Quantrell's we were able to open and close the hood. Fender located. Now, LFUCG, give me names. ",happiness
That feeling you get when you open up a bill and there's a credit. No payment required. ,happiness
Today is going to be filled with filling in application forms ,happiness
"Gotta study for religion, cosmo and do a whole bio assignment tomorrow. ",happiness
"Fantastic December day= Blue sky, sunshine, 39 degrees. Long walks w/ BF. Lunch at a French Bakery. It's the little things. ",happiness
"... I've been tweeting it up all day, I hope I've made you very happy Twitter. ",happiness
"There's nothing more I hate then the year 10 year group, spending an afternoon with them ",happiness
"get to go spend the day with the other side of the family today, unfortunately there is nothing to do, and they all smoke ",happiness
"This week's Once Upon A Time brought to you by  [SO MUCH SO, it's not even funny]! :D  ",happiness
"Got to do the three things i hate the most. washing, tidying and work! ",happiness
My moms phone is stuck on all caps when she texts. So now shes not only yelling at me in person but when she texts me too ,happiness
Apparently my biology teacher wants to crucify me.... ,happiness
Giving my dog a bath. ,happiness
"Spending too much on iPad2 accessories a crime? Yes, if you pay half what you paid for the thing itself. Can't help myself tho. ",happiness
Playing fifa + drinking white mocha + listening to chill out music = ,happiness
Sitting alone of a broken down bus. ,happiness
Only 1 more week of school left before Christmas:) ,happiness
Curry for dinner tonight ,happiness
Beef roast from mother ,happiness
Awesome toy sale! We were able to help 30 + families equaling 110 kids! Thanks to All who helped!  ,happiness
So he's sleep and I'm wide awake -__- ,happiness
"After being to the pub, I must now spend the rest of my evening drawing boats. ",happiness
Monday 430pm PST - Free Webinar on the plan that has let me release 60+lbs in 4 months! Contact me for details.   ,happiness
Science in the news all day ,happiness
Got a good class in a sucky location-.- central. More gas to waste ,happiness
Time to sit back and not do crap until school tomorrow. ,happiness
"When you're on a role, don't forget to Thank those who gave you a push...Thank You! ",happiness
Lab Final tomorrow. ,happiness
"""I GOTTA KEEP IT ALL IN THE BACK OF MY MIND."" Expire and an ice cream cone. ",happiness
"First order of busines today: stop walking around like this, and put on some pants. Ah, the simple s in life.",happiness
Don't have school tomorrow.. really,happiness
Just how I wanted to start my day...jolted awake by schlotzskys to come in an hour and a half early. ,happiness
"Fyi, I'll be ignoring my phone for the next few hours. Readings, homework, and psych studying is calling my name. ",happiness
"Head is killing me , practice tonight ",happiness
"2 hours left in work, laptop battery says 2 hours 12 minutes. ",happiness
First day of work tomorrow.. ,happiness
School tomorrow and I still can't sleep ,happiness
