text,affect
And know I pop bottles because I bottle my emotions.. At least I put it all in the open.. ,fear
I am fucking extremely full!! ,happiness
Tweetin For My Big Brovaa Since His Fatt Ass Wanna Take Snack Breaks n Shitt.! ,happiness
"Such a pointless day at college, just ate mcdonalds now for fitness ",happiness
"This covo in the car is so funny about dudes fucking dudes, in the hood ",disgust
At what point does Fred Hoiberg's heart doctor get concerned? ,anger
"Our pastor asked us to join in him in fasting, for 40 days, in this: eat right and exercise.   ",happiness
mid terms begin next week. ,happiness
"Love when mt boyfriend gets drunk, and then no one knows where he is ",happiness
Kind of in an amazing mood  ,happiness
my sissy in law been cooking all day . ,happiness
"I release all struggle now, and I am at peace.    ",happiness
Debate paper for history ,happiness
Having a lie in tomorrow! Don't have to be up till 8. ,happiness
o my fucking god new korn album is out ,happiness
Last day of art appreciation class ,sadness
My House Number Start W. 399 but hers start W. 396 andand She just live up the street ,happiness
Never run away from your problem face them face to face cause so they will catch and never let goo... RIP Jane Kane,fear
Life is looking up for the first time in awhile. I can truly do all things through Christ who strengthens me! ,happiness
My mom bought Star Wars candy canes for me. ,happiness
Nice night of reading ahead ,happiness
So ima spend my b-day movin my shit. ,happiness
In the gym this morning... Xmas tree afterwards then a nice 4-12 shift at waitrose... ,happiness
"She Women share on of technology. Fear of not being able to find/trust sone to help. Impact: limit potential, missed opportunities.",fear
on the other hand... it does mean i have one less test to worry about. ,happiness
An enraged person only gets angrier when you say “I completely understand.”       ,anger
Radio degraded from some good songs to absolute shit ,sadness
"You me. I've never been more hurt by one person, never been treated like that. But I did it to myself, I'm the one to blame.",disgust
Me and my mom just got to the store and realized she left her purse at home:p  :P,happiness
"suffering from a of failure? what is the worst case scenario? If it is not that bad, why are you still afraid?Hmmm, I think I am goin…",fear
Love and Hip Hop on my newsfeeds ,happiness
Just woke up from a coma.. Now time to take an exam. ,happiness
Open house = sit in campus ministry ,happiness
Dick Vitale is calling the Ohio State/Duke game. ,sadness
"this year, for the first time in my life, I will not have a christmas tree in my home ",sadness
"God, got the most amazing pair of shoes ever today! My feet are going to be fucked up by the time I'm 20 ",happiness
i hate the human race...  ,anger
"ok free people skirt, hide and seeks over ",anger
"Man, these Indian rappers from Brampton are almost as bad as the black ones. ",sadness
   Its a big distraction from our lives. They create the illusion of so we accept their Solutions. $$,fear
I wonder if my new emoticon keyboard works in Twitter.  It does! Probably only visible to iPhone/iPad users tho. ,sadness
Really wanna go see the lights on the cumberland but the weather just won't cooperate ,sadness
First year working Black Friday!! ,happiness
Not even worth a rejection letter. ,sadness
Its my birthday! I'm officially 14(: any shout outs? It would make me feel special. ,happiness
perfect day to start the Christmas movies POLAR EXPRESS. ,happiness
I love seeing cars with Christmas trees on top!  ,happiness
Hell week started a day early ,happiness
good morning world! ,happiness
Am in the best real ale pub since the  ,happiness
If you've never liked Nickelback then you pretty much wasted most of your life . ,sadness
I'm exhausted but can't sleep.  I just want my nap.  ,sadness
I love it  when I have a big smile on my face for no reason... ,happiness
"Wow!The Outlet Thanksgiving Dinner was MAH-JOR! LOVE seeing others honor, respectandcare so much!Food, friends, funandgames were excellent! ",happiness
Gotta drive in the pitch black to work on the farm. ,happiness
2 more days of this break.. :( I don't want it to end.. ,sadness
Great. Just noticed I have a spider bite on my face. Yay. ,happiness
Officially put in my two weeks notice at work!  ,happiness
"God, don't show me any more I don't think my heart can take it. ",sadness
eating a candy cane.. ,happiness
Time for bed before a big day of packing/moving and yet more packing ,happiness
Not walkin up stairs because you're afraid to trip going up.. ,fear
Someone went thru our mail and tore open my mom's bday card to me! Looking for $? Our neighbor on another street brought it over. ,sadness
There is only one thing that makes a  impossible to achieve: the of failure.,fear
Oh my god ...  did an awesome play on ....love that scene.,fear
just finished the last paper I'll have to write for the rest of the semester :D COPIOUS AMOUNTS OF !!!,happiness
"4 hour food technology exam today, ",happiness
Fuck all of y'all we ignore feelings here ,fear
I saw a dead Cardinal outside at lunch. I don't think it's a coincidence.  ,sadness
Don't Let That Nigga steal your.... He didn't give it To U.....,happiness
so its that time of night where i just have this burst of energy and i wont be able to go to sleep for another hour or two. lol ,happiness
On the way home from Chester. Zack drives like something off need for speed :( ,fear
"Good thing all the union station exits dtla are all being blocked by cops... Got lost, now chilling at the hobo capital of the world.. ",happiness
Have to sing to old people tomorrow.... ,happiness
Let's get this day over so I can go home and study ,happiness
Spanish is the worst class. My teacher has been out for two weeks and my peers are proletariats. ,sadness
Jamming to Pandora...trying to bring some light to my bday weekend...I really wish I was able to go home and be with my family..,sadness
Round two of basketball games ,happiness
"Sooooo Tired, but I want to watch a movie. ",sadness
Why would i nap from 8-830...cant sleep now and have to wake for a track meet in 6 hours... ,happiness
"I feel a certain strange surging thru my soul....., yet it feels so off-limits..wht do I do... Wht. Is there to say? ",fear
...and guess what song just popped in my head. ,fear
Pain is my happiness..darkness is my light... I'm one big void of nothingness...,sadness
Watching and listening to people eat me,disgust
It's not a proper relationship without friendship... But how do you get it back? ,sadness
"... for remember, fear doesn't exist anywhere except in the mind."" - Dale Carnegie ",fear
John Arne Riise flattens the man who once flattened him with a golf club. ,happiness
God im so mad its burning my fuckin stomach! ,anger
all this  news has made me very nervous whenever i see a cop.  even a friendly cop in the mall.  i hate that.  ,fear
Listening to someone in Smith sing  from my room.  ,happiness
Sitting here depressed n staring into space ,sadness
  A wise person said: Abundance in the universe is circulating..if it needs to multiply give it away...Bread on water...Give ,happiness
Back to the real world!!  ,sadness
"YOU PUT THAT UKELELE AWAY OR I WILL RIP IT FROM YOUR HANDS AND BEAT YOU DEAD.  We are studying, you dumb shit!  ",anger
Ça me manque de ne pas mettre mon doigt dans les narines de mon frere et de cramer les cheveux de mon colombinus d'amour ! ,sadness
.when yur dad's anger and yuu laugh.,anger
really? mcdonalds cafe machine isnt working..no peppermint hot chocolate): ,sadness
We just delivered a Christmas package to a family in need. You should have seen the kids' excitement! ,happiness
Mawning...joy cms in d mawnin wen u survivd d nite...on ma mind,happiness
cutting off my camp bracelets is such a sad ritual. I mus be reeeeaaalllyy dedicated to this play. ,sadness
Tomorrow's Wednesday ): double social studies and Spanish .. /:,happiness
Whoooooaaaa ! Slow Ya Roll Buddy.! ( in my white girl voice) ,happiness
Metal Gear Rising being made by the Bayonetta devs? Yes please! ,happiness
" said he wants to live in u, but  he saw fear in your house occupying your space and u wouldn't invite him in ro get rid of ",fear
State of certainty to state of confusion just like that...,sadness
Guess I better start another long weekend of work ,happiness
Cody won't be coming anywhere NEAR where I live. At all. );,sadness
My hair has decided to be a curly mess today. ,happiness
i just finished rewriting all my notes 3 times. now to start writing new notes. an write them 3 times. ,happiness
One of those nights when all I wanna do is listen to my iPod and hide under the covers.. ,sadness
ya en casa despues de una noche de jangueo maximo en la ahora a comer algo y a descansar que a las 2 hay que comer en casa de los iaios,happiness
GOSH! I miss football so much! ,sadness
catching up on true blood whilst not studying..,happiness
God please shine your grace and mercy on this oddly looking lady that's about to cut my hair. Great Clips!,fear
Finals tomorrow... ugh ,happiness
"making my awesome sweet potatoes in my bra, dancing like a white irish girl in the kitchen. haha! all alone n full of ",happiness
 is not a strategy  is not a factor is not an option,fear
"No sleep for me, been up since 10am thursday morning...Now off too go shopping with my mother in a pissy mood. ",happiness
"i mean for you to hate it,not me.i love it,but there are a few people in for a rude awakening. is it in you?lmao!!!!!",fear
alot of ppl r sad that their brother is going to college and leaving them...... well im sad i cant sell my brother on e-bay.... shit ,sadness
I'm home watchin this sad movie. Missing college. ,sadness
3 and a half hours on a bus full of germans ,happiness
Guess I'll give up on using the internet for now and do something useful for a change.  ,sadness
"...Do not grieve, for the joy of the LORD is your strength. Nehemiah 8:10  ",happiness
Intelligence puts man on the throne. Faith puts God there.     ,fear
"Its like time runs to me, runs to me faster, fastest. Oh how I make my self beating no well  ♬   ♬  ",fear
The snow makes my job just slightly more bearable... That is until I have to see tracksuit mcwetass and his fannypack bringing empties ,happiness
in any form diminishes my ability to think clearly and trust myself. Why in the world is it used as a tool so often?,fear
Making the best bubble bath by putting every single bath soap in. ,happiness
Buenas noches a todos! Despues de un ratito en la a la camita a descansar,happiness
Suppose I'd better crack on. Have new HV coming out to meet us. ,happiness
setting up my grandpas tv with my dad x_x ,happiness
Well its half 2 in the morning and cant sleep ,happiness
TEARS ARE AH FORM OF PROTECTION...IS NOT MY DIRECTION,sadness
 when I found out that JLS are doing their tour at the O2 on my birthday....and I don't have tickets to go. ,happiness
The fear of the  is the beginning of wisdom...doing His will connotes His ,fear
For the next 24 hrs i go from an employed actor  - unemployed actor  - employed actor - unemployed actor to salesman ! !,happiness
I actually do get to do s send today but it's Comcast New England Sports Net meaning all Boston sports ,happiness
"i just wanna listen to music, but my stupid ass ipod is broke -__- :'( ",sadness
United losing..RT if the feeling is mutual,happiness
2 hour car ride ,happiness
got the jobbbb :) now to study for physics and arch history the rest of the night ,happiness
Sucks when you don't have wifi and you dont have your cell phone and ou can't get on twitter ,sadness
I'm writing an apologetic letter to a judge ,happiness
Wen tears of joy flood my eyes exse,happiness
having your own personal little mini breakdown ,happiness
I ate a burrito the size of my arm earlier and now i am weathering the calm before the storm ,fear
Its been my pleasure to watch the  stifle the  during the first half of the game. ,happiness
Six chapter of Economics to study for tomorrow's final ,happiness
When I tweet something stupid as fuck everyone retweets it? ,disgust
I don't need to swear to anything. Punch your mrs and you'll wake up with your dick on your pillow next to bloody scissors. .,fear
Eeeeeeeee 2 more friends got engaged!!! Next summer's wedding season calendar will be filling up quickly! ,happiness
I love when the kids I'm babysitting make a scene in Chick Fila because they can't have icecream ,happiness
Did you bust out some beautiful rose clothing for Gaudete Sunday?   ,happiness
Off to the pub to meet friends (again-after last night) plus putting the tree up this arvo :-D ,happiness
"Asked a kid how old he thought I was, his answer: 25, thank goodness I got my lancome stuffs!  ",sadness
hoy ensaladita con pollo!!! con las bellas  y ,happiness
I'm noticing a pattern. And I don't understand it ,happiness
And would be back right in time for 4th block. -.-,happiness
The Joy of the Lord is my strength nothing on this earth that happens to me can take that from me He is faithful... ,happiness
"It's me, and one other lady in the office today -_- cant I just work from home?",happiness
Good morning and  I'm off to work until 8 tonight... ,happiness
Eye appointment time. ,happiness
Holy shit I just weighed myself for the first time since before college..  I put on 13 pounds in a semester.. Pure in myself,disgust
"Great, Jay is coming out of Daniel. Get ready for a rage.",anger
SHIT!!!!!!!! I ran outta fruity pebbles! Dam :(  ,sadness
Shopping shopping shopping ,happiness
Finished my paper!!! Ended up with 1700 words total! :) I am happy with it! ,happiness
You know i spend money cause spending time is hopeless ,fear
If your a girl and you smoke alot of weed you me,disgust
I enjoy the moments in life when motion-sensored paper towel dispensers work. ,happiness
My ex a quadruple hoe!! Sumbodi need to gne stop playin w/ her Lil scary...DA LOUDEST DOG N DA POUND KEEP HIS TAIL TUCKED N HIS ASS!! ,fear
Losing people everyday and I'm sick of cryin nd bein sad is the next emotion,anger
I never got a chance 2b my fathers child n yet u ask me to kneel? ,anger
Tonight is going to consist of cleaning my whole place before i go home. ,happiness
It's official... I have dedication and determination. I've been studying for Chemistry non-stop since 4pm yesterday. ,happiness
"Hate trains just ran for one and missed it by a second, saw it drive away, now half hour wait for the next one oh ",happiness
is rocking to R.E.M. Around the Sun while working from his home office today.  Sipping coffee and dogs hanging around feet.  ,happiness
And my black Friday shift begins.  ,sadness
"Realistic bad dreams really suck, especially when about someone close to you. Must resist urge to call them at 3 am... ",sadness
It's midnight! CHRISTMAS MUSIC IS A GO!  ,happiness
Found out my friend is pregnant -___-,happiness
"I think its jus Gods will that i dont live in new zealand with my fams , cuz God only knows if i was down there ... jeeeesus christ ",anger
Eh...exam finals time... ,sadness
"I made a ""Highlander"" reference last night about how there can be only one black guy at the party. Only ONE person got it. ",sadness
Family work out class. ,happiness
Never ending christmas tunes at work.. ,happiness
i can't watch KKTNY cause i don't have cable ): ,sadness
"No, you're voice wasn't in a rushing wind. It was still, it was small, it was hidden. Oh, you came like a winter snow  ",happiness
"Have my schedule for Aero, waiting for Tillys now.   ",happiness
"Seriously cannot get enough of Matthew and Atlas. Listening to ""To the North"" EP on repeat.   ",happiness
I wanted Taylor Swift or Katy Perry to be nominated for album of the year.......awk  ,sadness
I love the excitement of opening up a new Apple product for the first time!  ,happiness
"Is it weird that I have a of typing in the wrong thing when I know I was typing too fast, and sent it w/o checking?",fear
Harry's life is tragic. His hug bounced like spalding and he was out of coverage area when he reached the house ,sadness
Senior year set in yesterday  an i never could sleep good ,sadness
Bout to start makin sweet potato pies -__- ,happiness
"This house feels so empty without my Scout. Also, missing Dad a lot today. ",sadness
Home tonight hate this family right now,happiness
Bored as fuck....clarkston is so lucky that they have no skool. ,happiness
Going to regret sleeping this late tomorrow morning... ,happiness
slept for an hour and a half last night and i have to wake up at 6 tomorroww?..,happiness
"""people think that  is a sign of weakness...It is that is a sign of weakness...patience is a sign of strength."" ~ Dalai Lama",anger
am not gonna watch barcelona match today ;'( ,sadness
Candle and my pink Christmas tree ,happiness
"But that ain't how it works, that ain't how it goes,& i'll be getting high just to balance out the lows ",fear
et que ça serait trop chouette qu'on paye les femmes à rester à la maison. ,fear
I know Tony gonna bust in my room any minute now to beg for me to twist his hair.. -_-,happiness
In less than 10 hours I will be waking up for school. ,happiness
Putting up the Christmas tree and listening to Christmas music! ,happiness
"And with that, back to filling out more paper work. ",happiness
"Damn. I've bought a lot from them before, but suddenly Amazon Japan no longer ship to Norway. Also, not paying 3x the amount on Ebay. ",anger
"Def ditchin my crib cuz 4 ppl here. Headin to my Unc crib where dere's 50 ppl u hear screamin, somebody kids runnin into ur legs etc... ",happiness
School is very boring today :/ ,happiness
have to drink water so that the kidneys are not sick !! :(,fear
"I won't be able to sleep because I know that due to my new assignment, my pay will be wrong too this month. ",happiness
"still can't find that audio file I want. nobody seems to have a copy of it anymore either...DAMN YOU, NON PHYSICAL FORM OF MEDIA!!! ",anger
"le camera has left Jacksonville. my netbook, on the other hand, is conveniently lost in space. ",happiness
Joy is all about sharing. So give it away! Go overboard. Get excessive! ,happiness
Lots of affection and lots of play ,happiness
Urgh what a day! Glad it's over...only a million things left to sort out at work tomorrow before I go on holiday ,happiness
Community responsibility workshop ,happiness
Hate driving next to 18 Wheelers. Heart starts pounding through my chest every time. ,fear
"I would breeze through them Spiders, the Snakes however... different matter ",fear
"Apparently, Maldonado has signed with Williams for next year...so sadly, I think Rubens' F1 driving life is over :/ ",sadness
"I would just like to say, I am not going home for thanksgiving and I will be working on black Friday :\ ",happiness
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
First cold of the winter season. ,happiness
how to ruin a perfectly good night: my fridge is so cold it separated the most delicious vanilla frosting ever. ,sadness
"Yaaaay let me join list of people tweeting about the snow, but might I add that the snow started right as I started putting up my tree? ",happiness
Watching some 7th grade basketball allllll day! ,happiness
The toys R us advert makes me want to scream. ,anger
Waking up this early to study for my 11am final on a saturday? ,happiness
"Very Happy to wake up with no work for 3 days, still got lots to do today. ",happiness
"Het kost een paar smsjes vér buiten je bundel, maar dan heb je wel een vrije woensdagavond...  ",happiness
"On a lighter note, I have just finished my future of journalism article. So I am all ready for the 12 noon hand in tomorrow. ",happiness
Missed Amazing Race and 60 minutes cut into the TiVo  ,sadness
smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,fear
I'm not actually writing a physics exam today ,fear
We're having people round tonight. ,happiness
another day of not feeling good......,happiness
I lost my heart in the beginnings of winter... And I was so convinced... ,sadness
Just noticed I left my science binder home. ,happiness
"looks like its  again, maybe it will snow enough so we can have a snow day.. Oh wait Im an adult now.  ",sadness
"and to top it all off, I'm going to be in my least favorite class for 3 hours.. ",happiness
My new bus friend smells like soggy McDonald's fries and axe body spray. He's also an elbowy gent of roughly 300 pounds. ,happiness
Yeah day just got worse... ,happiness
On sad thing about  waking up the smell of great food nd knowing it can't be touched till later. ,sadness
Forced to see my cousins play tonight ,happiness
got excited because we had chex mix at home...opened the bag and realized someone ate all the good stuff and just left chex. ,sadness
Since its Wednesday and I don't have any homework completed that I'll do it today ,happiness
 sub in English and were reading a story about killing dinosaurs! ,happiness
no sleep last night. visitors coming today. ,happiness
the vinyl collection is growing! :) ,happiness
My bus has broken down on lambton quay. ,happiness
Got all my journal done but vocabulary 9 and 10 an sentences for them then took at shower brushed teeth an now maybe I can get to bed ,anger
"Rejoice in the Lord always! Again, I say rejoice!  J-Jesus O-Others Y-Yourself",happiness
Santa brunch is almost here! Meet the big guy and have Chef Baru's cotton candy from 10-2. ,happiness
"and so the Xmas drinks season begins, there's several functions on every night between now and Xmas ",happiness
No matter how much I wanna ask one simple question I know that it might ruin our friendship ,sadness
My feather just fell out of my hair in the shower... ,sadness
Mum is making me look at hair styles for the wedding -.-,happiness
Swamped with homework tonight.  ,happiness
"I am in Calabar. Enjoying the people, weather, food, culture and Delighted to be in Christ. ",happiness
Fell asleep and woke back up to news of the lockout being over.. looks like I'll be at a Clipper game after all this season! ,happiness
Apparently ppl will talk bout me and my behaviour tonight -.- but in my opinion i dont think i did anything that was wrong,happiness
"I Really Dislike Natural AFFness, I don't mind ina jokey way or a couple words here and there, but PROPER AFF ",disgust
I Can't Wait Till Im Able To Drive ,happiness
Don’t ever touch an angry person without their permission.       ,anger
I have been in a line of cara trying to get out of this parking lot for half an hour :( ,happiness
"Where ever resides at in your life move in that direction with boldness! The more u go, the less it has power ova you.",fear
Mum just told me she won't be goin overboard for xmas as I'm an adult now ,anger
That lovely feeing when you cross lanes without hitting a single Cat's eye. ,happiness
The awkward moment when you wake up with a snake wraped around your hair... ,disgust
Film preview screening today. Handel's Messiah tomorrow. MC Christmas Concert Sunday. Three day winter vacation Monday.  ,happiness
I Remember When Yu Feeld My Heart Wit ,happiness
Feeling like singing all afternoon. So I have: Have Yourself A Merry Little  At my desk. On NYC streets on my way home. ,happiness
Can parents teach kids how to cover their mouths when they cough? Ewah. ,disgust
 finding the love of Jesus man ,happiness
Santa is bringing me 4 Star Wars shirts for christmas! ,happiness
"Looks like I'm gon' be up for awhile. Jarryn ain't tired, lls. -_- !",happiness
"Is ur child a worry wart? Here is a tip from, ""Wilma Jean the Worry Machine."" Genuinely accept your child’s    ",fear
I said no to the same boy like 5 times last night! ,sadness
Looks like i'm gonna be up for awhile tonight doing that Bloom Ball. ,happiness
"every night, fake smiles every morning.",sadness
You know you're having a shitty day when your profile picture stops moving... ,sadness
is my ginger gal at Subway transferred. Now I have to spell-out my order every AM.,sadness
Oh early morning preachings by my father ,happiness
I guess I'll be writing a scholarship essay today ,happiness
Python friend is explaining to me how he wrote his own CMS. I cannot seem to convince him to dump his crappy host and learn Django. ,sadness
Great day love when my car gets hit.. ,anger
I'm not an idiot- I know what a proper running vehicle should sound like   ,anger
I hate wanting to give my all but not knowing if i'll get it back ,fear
helping my mom set up both new tv's all day ,happiness
THIS DAY REMINDS ME OF THE FIRST DAY I EVER GOT PUSSY! ,happiness
I can feel it already. Its gonna be one of those crappy days. ,happiness
"Bought to start my big journey to Delaware: first to Claymont, then New Castle and then Dover. ",happiness
I hate it when you talk to someone every single day and then it just stops. All of a sudden neither of you say a word to each other ,sadness
hungry and have no lunch money :/ ,happiness
I really can't be nice to some people without them getting the wrong idea. ,sadness
I really want to go black Friday shopping but I have no one to go with..  ,sadness
My brand new machete needs sharpening after my first shave with it.  ,sadness
Few things in life are better than a toasted bagel with a cup of tea ,happiness
"SUPER grateful for da blessing of 2day and da ones to come, Thank You God 4 all u've done!!!!!!!!!! heart of ",happiness
Actually crying because of gossip girl   ,sadness
Ive listened to drop the world so many times  that im pretty sure my dog knows the lyrics ,anger
ew  I forgot I have to see stupid fucking people today. ,happiness
Our main server got borked!  Check here for deals instead!  ,sadness
I got my retainer on today. It feels so weird; I can't sleep because I keep touching it with my tongue... ,sadness
Purple + rainbow tights are the. B E S T !!!!!!! ,happiness
Missing Judas Priest's farewell tour in Toronto tonight. ,sadness
Really not liking myself right now! I hate fucking up. Fuck! ,anger
Back home. Time to stress over school again. -_____-,happiness
Harry Potter is recorded.  ,happiness
when creepy people don't get the hint to stop texting you.... ,sadness
This damn strip club is wacky as ,sadness
I hate it when I cant help someone when they feel sad. It makes me sad.  ,sadness
So I get to the corner store. No grape/melon arizona.  then the chinese guy goes in the back and gets me a mango arizona ,happiness
"You know that feeling when you make the turn for home and your legs tell your brain to shut up, and you just run? Bc you love to run. ",happiness
People who say you broke their computer because you figured out what was wrong should die in a house fire.    ,anger
"these ads that come on the side saying flirting has never been so easy. man, why is the world filled with desperate people i say ",sadness
Sometimes little things make me crazy happy. Hint water was on sale today so I stocked up ,happiness
"after 45 minutes of waiting, my project is finally printed out.... ",anger
"I have to make up nine assignments by Friday, I have terrible grades in all of my classes, and I'm going to fail all of my finals. ",happiness
the awkward moment when your going to red robin with your family and you are a vegetarian.. ,happiness
Saved us all from Satan's power when we were gone astray.  ,happiness
The break up scene in The Notebook << :(,sadness
Setting My Alarm On For Tomorrow .. .,happiness
Bk...! It's okay doesn't compare to  wedding practice then wedding shower tonight. !!,happiness
Nice chilled morning :) now getting ready for work ,happiness
Loving this iPad with the keyboard dock. I can sit here at work watching my Twitter stream s it happens! ,happiness
Headache...  headed back to cs for work at  ,happiness
"I was interviewing a gurl and she flipped the tables on me by questioning me in the freakest way ever! The rapist got mind raped, ppl! ",fear
They say your penis is related to your shoe size. Well that makes the of getting raped by a clown much scarier.,fear
I'm going to feel extremely hungry tomorrow from not enjoying the yearly Thanksgiving meal. ,sadness
"don't go for the most beautiful girl in the world, go after the girl who makes your world the most beautiful ",happiness
Annnnnd we found the PERFECT present... But hannahs mom already got it for her. Amy and i have to hit the stores again :) ,happiness
Going back to school tomorrow.. ,happiness
"Ah, coupons for free birthday food begin. ",happiness
iss gets so old.. wack ass freshman staring at me all day ,happiness
The worst stomach pains.. ,happiness
Tenn and Ole Miss declined to play SC next year. ,fear
That awkward moment when you just want to punch a baby. ,anger
I'm sorry but if you're going to do an act 1 run through I think maybe it should be finished before you try it..? ,anger
"""The King will reply, ‘Truly I tell you, whatever you did for one of the least of these brothers and sisters of mine, you did for me."" ",happiness
"Je suis foutu. Les Québécois ont trouvé mon mail, ils m'avertissent que je dois utiliser courriel dans mes articles ",fear
Uhhh... Migraine... Go away!! I'm not sure if I'm about to pass out or vomit... Uhh.. I wish someone was here to hold me! ,sadness
Damn if only she knew. :( I don't wanna fall for you ckuz ik you won't pic me up. Trying hard not to. ,fear
What's that? Another weekend of SW: TOR testing? OH! SURE! Why not? I wasn't planning on getting any work done this vacation ANYWAY. ,happiness
Sneezing an simultaneously farting ,fear
Anger prevents proper thinking and makes you vulnerable.- Wooden   ,anger
Looking forward to spending time with my long lost honourary sisters tonight!  ,happiness
The  advert is possibly the most annoying thing on Tv. Makes me run up to the twat and clatter him. ,anger
Coming back tomorrow ,happiness
Some folks r really mean 2 me. That doesn't scare me. What scares me is how ridiculous it became 2 suggest 2 pay for music  ,fear
man. must now leave the warmth of my pvt bath and heater to brave the cold and wet outside to go food shopping. ,sadness
"En owja, vanavond nog lekker met conditietraining door heel Diemen rennen... ",happiness
"Today: Do not sorrow, for the of the LORD is your strength.” ~ Nehemiah 8:10",happiness
Get home and immediately find my grandbaby! ,happiness
Josh doesn't like Christmas music ,sadness
