text,affect
oh no my tweetdeck is malfunctioning :O il have web will its fixd,sadness
Just got my ass kicked in Tripoly lol  I got such bad cards... i suck,sadness
Annnnnnddd another one bites the dust,sadness
"on my 42nd written fuck.. i get less ideas every day, and every day",sadness
And trash repops.  Getting it tomorrow night I suppose.,sadness
Missing Everyone,sadness
My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,sadness
is still sick  sigh,sadness
i feel really weird,sadness
my throat hurts  gonna go read and go to bed. text mee!,sadness
fjdskal im really frustrated.,sadness
Wondering how come mcdonalds take so long to deliver my food.,sadness
Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,sadness
what a beautiful day - shame I've got to spend it in an office,sadness
Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,sadness
Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,sadness
Tummy hurts,sadness
farewelling an employee tonight...,sadness
"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!",sadness
Blackout in the city is never good,sadness
i miss rich,sadness
Headache of the century coming- I can feel it  Fuck.,sadness
disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,sadness
home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,sadness
home from school had the shitest day today,sadness
Sitting by myself. Everyone took the good seats.,sadness
"Are u missing ur frnds ? Hear to ""Manasellaam "" From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!",happiness
Sorry was that mean,sadness
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no dandd this sat ...is a sad panda,sadness
so carlie came over and she fell asleep on me,happiness
"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...",sadness
"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor",sadness
The 3d version of Up sold out   regular version it is!,sadness
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",happiness
now aches and chills have joined the party. Why couldn't the cold just go away? It had to get worse?,sadness
bed. with stomach ache,sadness
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,sadness
finally accepting the fact that all cute guys are taken,sadness
Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.,sadness
ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,happiness
"up early again  loads to do- but the suns out, hurrah!",happiness
Matty is le tired.,sadness
Nite Tweeple.  Tomorrow will be day 25 at work.,sadness
Ahh man up and getting ready for work  I wanna sleep!!!,sadness
Wish I was at sri panwa now,sadness
"wants to listen to musiq soulchild, but it is not on the iPod",sadness
i miss seeing fireflies.....,sadness
2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,sadness
"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday",sadness
I'm going to miss Miss Suhana,sadness
Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio,sadness
sad that will have to leave my beautiful apartment,sadness
Waiting on the bus! I miss my car,sadness
It is kind of lonely when nobody will answer their phone.,sadness
Rest In Peace  ADaM 12 and GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,sadness
"is having the worst week, things really do happen in threes",sadness
"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!",sadness
Sadly I am bprohibiting myself from tweeting tonight. Sorry,sadness
I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,happiness
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,sadness
hahaha yeah i see that. but he can't twitter me back,happiness
"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked",sadness
Wookei why did you never accept my psn friend request,sadness
because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,sadness
"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr",sadness
Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.,happiness
just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,sadness
"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",sadness
Ready to go into work now.  cannot be bothered.,sadness
"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep",sadness
i really should stop relying on my family when they say their going to get me lunch,sadness
"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~",sadness
is tired of summer already,sadness
feels really sick.,sadness
"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve ""change"".  I am amused.   But yeah, still depressed",sadness
Their songs make me want to cry..,sadness
My siblings left me alone.   Bored. (:|,sadness
"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better",happiness
In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,sadness
I wish my grandmother had taken me to the US with her,sadness
"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",sadness
"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",sadness
"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",happiness
just got home. im so effin sad,sadness
Not excited of blowing out another candle today... [as when I was a kid!],sadness
sigh....it's always so sad when you watch the series finale....no more green wing left to watch,sadness
I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.,anger
The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!,sadness
"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",sadness
"""locked up abroad"" makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo",anger
Wants milk,sadness
aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;,sadness
god it pisses me off that i always enter comps and never win.I am such a sore loser,sadness
Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.,sadness
"Time for bed, oh how I wish someone was laying next to me",sadness
Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,sadness
OMG sore shoulder,sadness
Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.,sadness
"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick",sadness
Time to do house chores! Ugh!,sadness
"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there",sadness
missing Taylor like crazy  cant wait till he's back,sadness
Had a good day till he twisted his ankle on his two mile run,sadness
Can you believe it:Tomorrow Night will be Jay Leno's last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,happiness
"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;(",sadness
Um k.. this is NOT Close My Eyes.. this song always makes me cry bc my mom is gone but I <3 it anyway..,sadness
why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,happiness
Just awoke in a completely freaked out frantic frenzy.  It's going to be a long night.,sadness
where's enthusiasm in meeeee,sadness
"drinking some really nice coffee, got to go to the dentist at 9am this morning",sadness
"its 2:08 am. I CAN'T SLEEP!!!!!  i thought it was b/c im hungry, so i whipped up a pbandj with milk. hopefully it works!!!!",sadness
Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard,sadness
"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat",sadness
roughnight,sadness
Tired. About to climb into bed and fall asleep. I hope this weekend will be fun... I only have a couple of weeks left,sadness
"Bad day, just got worse...",sadness
Goodmorning yall! I woke up to early,happiness
fell asleep waiting for my ride!,sadness
Today feels like friday. Too bad its not,sadness
now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday,sadness
Has been underpaid  just when i really didn't need to be as well.,sadness
Disappointment really sucks!  I'm getting used to it.,sadness
"Season 1 of Lie To Me was serious. Damn, now here comes the wait.",sadness
i mean monday take the test monday!!!! please o please !,sadness
My birthday is now over.,sadness
at work and tired just want to go to bed,sadness
I am soo happy! But frustrated at the same time!  :]  :S. Ohh noo!!! Britney is recording her new video for Radar!!!  Sooo ExxCiiTeed!!!,happiness
"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can't wait to play, need to find some more time though",happiness
Ugh talk to me someone  I'm really bored.,sadness
Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,sadness
have a splitting headache!,sadness
OMG. Period cramps are FTL. So much pain.,sadness
Using tiffys computer...it feels different from mine... the touch is different.,sadness
Bummed out I am missing a rock climbing trip next week,sadness
Stuck in some shitty traffic! This day is going to be crap,sadness
sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,sadness
Not a good start to the day left my money at home . So i'll hot a day me looking for free carparks,sadness
Heavily medicated but can't sleep. Ugh...,sadness
"Grrrrr fuck. Just remembered that I'm doing the later shift today, so not at work for another hour! What a wasted lay in opportunity",sadness
Is dreading going to work  BUT....its friiiiiday!! whoop!!!,happiness
"what is love!? baby don't hurt me, don't hurt me, no more. I WANT TO WATCH 'NIGHT AT THE RUXBURY' RIGHT NOW!!!!",sadness
Its too early,sadness
My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,sadness
My tummy hurts  go away cramps! I hate chuu!!!!,sadness
I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,happiness
i lost my voice . what should i do ? it's very torture,sadness
it's pretty cold outside  today i got another exam...,sadness
Ugh our two week push to produce a six pack has produced nothing but pain!,sadness
ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...,sadness
Wrong button  ... My music biz building that is.,sadness
"having the flu, not the swinish-one, but the flu.",sadness
really annoyed that work appear to have blocked facebook now...,sadness
"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings",sadness
20 mins from BEJ to Semanggi. Traffic on Friday  *siggghh*,sadness
missin my bro..,sadness
not feeling too great today,sadness
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be and you get emotional,sadness
you ever come across something that reminds you alot of the one person that completely broke your heart? cause i just did,sadness
Ria got a a G1 phone and im jealous,sadness
my party is wiped out they be all dead and stuff,sadness
good morning people !! in good old germany is it soooo cold,happiness
is lonely in need of company,sadness
hates continually getting sick whenever he has exams,sadness
stupid weather,sadness
Why cant a girl just like me for who i am and not whats in my walet?,sadness
"Good Morning, it's beautiful here today. Shame I'm going to spend most of the day being an unpaid taxi driver.",sadness
Why Telstra Why do you are biggest Teleco have to be so greedy  we need fast Internet and NO Download Caps!,sadness
wishes she would call him ...   *hc*,happiness
"And apparently I misplaced my iPod, the 30 gb",sadness
very disappointed in him    gonna have to sleep it off....,sadness
4am foodshopping cause I was sick all day and was in hospitals  being alone blows,sadness
is seriously heartbroken!!!,sadness
"My life what a beautiful morning, i can think if no better way to ruin it than by being at work",happiness
ouch  epic bruise between my toes and a lump just under my ankle  bad times,sadness
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,sadness
Heading home. Could really have done without banging my head on the way into the bus,sadness
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,sadness
Doing uni work all weekend. Fun times,sadness
First time I'm going home early  sucks to b single no one to call,sadness
wish my nicky were home too,happiness
hmm..Osaka. Last show today.Very sad  . i can decode ur msg ;) haha cant wait till u get 2 Sydney ;D i missed out on tickets tho :o xx,happiness
"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",sadness
is very cold,sadness
I'm havin the stupid stomach pain again and again... Today is my outing with SPH frenz and my stomach nvr fails to dissappoint me. Haiz,sadness
if not impossible,sadness
boo for all the season finales..,sadness
huhuhu still working to get new clients in motion graphics,happiness
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,sadness
going down the post office to try and sort this whole ebay hacker thing,sadness
Bacon Fail at Gulb... lack of chef,sadness
is suprisingly okay. or possibly still drunk. goodbyes suck though,sadness
i wanna go out,sadness
"it's overwhelming how i'm finally catching up with my cousin/bff since i was three who i haven't seen in years. ah, memories. miss her",sadness
So many farewell parties! sad to see people leaving ..,sadness
I'm sleepy but is feeling under the weather! ugh! These damn tonsils. I need some company or somebody to talk too!,sadness
im the only ho that didnt go to tigerheat tonite,sadness
Hmmm thinking about taking back that I feel better this morning - I think I spoke to early,happiness
is feeling so bored... i miss school time,sadness
My stomach is all EXPLODE from the wendys  why is everything that tastes good bad for you?,anger
Cant sleeeeep and i miss my long hairrr,sadness
mom is ok so far. just missing jaron,sadness
has had AWFUL hiccups today and now can't fall asleep because of them,sadness
"Use twitter, quit life",sadness
Listing to old jb music.... Going bck to 2006and2007 <33 i miss tht,sadness
"Just woke up and can't go back to sleep. Had a txt from the bff sayin if you're up call me, sounds important but that was 4 hours ago",sadness
Trending Topics on Twitter used to useful. Now they're just like middle schoolers passing around notes cause class is boring.,sadness
Now the mosquito truck is waking me up,sadness
Another boring meeting to attend,sadness
"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery and earpiece",sadness
friday night is my fav night of the week but now I have to go to stupid dog training classes,sadness
"Damn, 4got to turn off my alarm so I woke up at 5:45am",sadness
I miss Cary and want to drink some chocolate milk with him.,sadness
im ill hate it. seeing the doc at 5 too 10.,sadness
I can't work twitter on my phone!  we're just in bed thinking of funny stuff from last night! (L) GOOD TIMES!,happiness
Approaching the weekend quite quickly and so much more work left to do.,sadness
NOW IM SAD BUT IM NOT GIVING IN FIRST..I DIDNT DO NOTHING!!!!    :**-(,sadness
Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,sadness
"and I'm so naughty I cant even take my dog, I have to sit and watch how proper dog owners do it, will Brunos life ever be the same?",sadness
"Also, anyone else hayfevery today??? I've only been awake for 40mins and sufferin already",sadness
I'm glad that all got cleared up.  I lah you!  Idk why Linda hates me though..,sadness
im cold  i still cant find my hoodie,sadness
"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy.",sadness
Going back to Manila this evening. All my trips to Cebu are so bitin.,happiness
Mom has left... again,sadness
chapter 27... probably on monday. i still need more comments.,sadness
"... need retail therapy, bad. AHHH.....gimme money geebus",sadness
cant sleep  so tired! goodnight... maybe :/,sadness
"Back to LA from Las Vagas, Nice Trip , Nice Food ....but lose $100 with Slot Machine...",sadness
"Morning twitties! Heading to college, just back from the docs, god I'm hungry  streching my ears again today! 10mm ;) payday I love you!",happiness
wowowee willie of fortune is just making me depressed  damn love.,sadness
Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,sadness
"Desperately wishing I could sleep - But I am too frazzled about my Gma, and can't sleep.. :'( It's really bad tonight  xx",sadness
No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,sadness
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,sadness
"Wee laddie's been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",sadness
I have been playing skate for two hours. Now i need to get out and actually skate. But it's too late,happiness
Ugh id better get up for work,sadness
had my lip pierced for about 30 minutes.  and then it died.,sadness
why not everything workout as you planned.,sadness
aww only 15minutes left of family guy,sadness
I wanted to see the story on ACORN tonight on Glen Beck but I missed it,sadness
Tv arrived but can't play cos have to go to stupid work,sadness
going to bed...with NO sexy time UGHHH!,sadness
Sometimes I have a pillow and sometimes I don't,sadness
I miss Feb 23rd 2008  best night of my whole entire fucking life. I'd rather re-live that night then win $1million.,sadness
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,sadness
is having headache and colds...,sadness
This headache is killing me yet I need to cover some boring police event.,sadness
I'm sooo lost without my car  This is truly depressing. Pregnant people should NEVER be this stressed out!,sadness
"Heathrow Connect is ï¿½7.40,i thought it was a bargain (express is 15),but then it terminated at Hayes/Harlington and i had to take a bus",sadness
Marley and me is the saddest movie ever I never cry in movies but this movie mad me cry,sadness
i'm so mad that im going to be missing the maine tomorrow because it takes all effing day to fly to florida,sadness
Fixed my favourites. $180 and the heels fell off after 4 wears,sadness
I am not going to entertain any request for reducing shipping cost by using registered post instead of courier from now on....,sadness
dreading work tomorrow wish I had one more day off,sadness
very tired and anxious,sadness
I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,happiness
its my burfday and i'm all alone,sadness
Headache,sadness
Its beginning to get way too hard to please all of my friends at once,sadness
not in the mood,sadness
I'll miss the 39th floor view...,sadness
now i'm awake i can't get back to sleep,sadness
Now i feel really really bad...sorry,sadness
Sleep....take two....this better work!,happiness
Enjoying the nice couple dad with my brother to bad we never really see each other anymore...,sadness
"Just got finished watching marley and me, and I cried like a fucking baby...I'm missing my beast like crazy!",sadness
My phone passed away yesterday.. He jumped off the table  Searching for a new phone...,sadness
nobody loves me on twitter,sadness
Have you ever realized you never fully have everything you want?  feelin' down.,sadness
"Gutted, been invited to a bbq tomorrow night, gonna miss the BGT final   ...Wonder if they can wheel the TV outside??",sadness
supposed to be great weather today and 2moro; just my luck Im stuck in work 1-10 both days!,sadness
"i lost all my friends, i'm alone and sleepy..i wanna go home",sadness
"Also, I'm really missing Sami... just thought I would throw that one out there...",sadness
i REALLY miss my photofiltre and photoscape  GIMP is too damn confusing,sadness
at last i wr0te again....got bored the previous dayss....,sadness
It's 4 am and I'm hungry,sadness
Why do weddings on TV make me cry? Is it just my inner desire to be eternally happy and start the rest of my life??,sadness
can't go to bed  An am sooooo tired!!!,sadness
man.. it's starting to rain real hard..,sadness
Just wrote lyrics to my new song exciting!I slept on a full stomach again it's the worst feeling waking up and still feeling full  euggh,sadness
got paid nowhere near as much as she thought she would,sadness
"Wow what a sunny day,  just recovering some erased files",happiness
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,sadness
"How I wish I get at least 2 days-off in a row. 1 day off is not enough to rest.  3 days on, 1 day off, 4 days on, 1 day off...Ugh!!!",sadness
"Did a historical Jesus ever exist? Im finding it hard to prove, its all hearsay accounts ... it bugs me ...",anger
I never thought falling in love can cause so much pain...  good thing that I'm so over that phase!,sadness
is wondering where all her friends went...,happiness
The Good: I drank Jager and licked a hot asian girl's foot. The Bad: I was reminded once again that I will never get asian girls ever.,sadness
"3 hours sleep last night, all of my being wants to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",sadness
Finishing Homework.  BOOO,happiness
"Is so freaking bored on the bus. Hate being poor, ï¿½4.80 return for a 10 min train or ï¿½2 return for an HOUR long bus.ipod has no battery 2",sadness
Football session after this.fun,happiness
lost all my files since high school.,anger
job centre bound. oh yay.,happiness
Its a lovely day sky is clear birds are singing and i'm stuck in an office with on windows for 9 hours,sadness
"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",sadness
todays weigh in....  only lost 1/2 pound this week :o depressing,sadness
writing report cards  soooo tired but what an amazing day. check it out on fb soon!,happiness
"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!",sadness
"i'm so sad, because my beloved boy doesn't online, i wait for him everyday..",sadness
