text,affect
Love watching joe and cheech play ps3 together..,happiness
seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,happiness
Another management meeting on a Monday morning... ,happiness
"don't be with some just because they try to drown you in gifts. be with someone who makes you truly happy, without the materialistic things.",happiness
Praise the  Let songs of break forth. Sing Hallelujah. Praise His name forever more.,happiness
When people call you a freak for giving your best friend a running hug>>>>> ,happiness
Time for sleep andand then waking up early to study some more.  ,happiness
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",happiness
Most girls have to force their boyfriend to watch Twilight with them...but Brayden makes me watch them with him. ,happiness
"Watching water boy  about to grub on some carnisada. Yum,Yum!!",happiness
Just had to give a police statement ,happiness
Knodding my head to Salif Keita this morning; and overriding ckeditor's flash plugin. It' stripping % from width/height attributes. ,happiness
If only my brain came with an on/off switch. At this point I'll be up all night. ,happiness
Goodnight ♥ I'm going to curl up with my book and fall asleep with words and amazing imagery dancing in my head. ,happiness
I'm learning the guitar very quickly. It's coming naturally,happiness
Perfect day to forget my umbrella ,happiness
"Work today, tomorrow, and Saturday ",happiness
Getting off a whole ten minutes early.. ,happiness
only time I am ever cheering for you Johnny,happiness
 2 the women who's bubble bath can also b dish water... ,happiness
Just spend TWO hrs talking about God with this amazing belly dance award winner and teacher! She rededicated her life to God! ,happiness
"Then one day you wake up and realize you don't have to choose joy, joy remains in your heart in spite of what ever is going on. ",happiness
finally headed to bed. ready to fail chem tomorrow ,happiness
Mungkin perlu buat twitter. penuh news feed aku dengan status dia,happiness
"my dad went grocery shopping, he called and asked if i wanted any onions. ",happiness
Learning a new Web bug tracking system at work. ,happiness
GETTING A PUPPYYY!!!!  What should I name him? I think Romeo is cute.,happiness
Tonight will be my only sleep until Friday night. ,happiness
The pleasure of turning my alarm off ,happiness
Have to read a book an write a paper on it in 8 days. ,happiness
"As if out of all the days, i have to go in on my day off to do an exam ",happiness
My hair is going to freeze this morning ,happiness
Arabic coffee what can I do to make you happy. ,happiness
"Dehydrated, exhausted, stressed but still blessed. ",happiness
hockey game tonight  ,happiness
Examen de 10 perfecto en world studies! ,happiness
" Come on the most exotic were the most delicious, McGraw's Spicy Jalapeño, Dirty Mexican Chicken, Chutney (in South Africa)",happiness
I am fucking extremely full!! ,happiness
"going to relax my first night back at fred, massive amounts of homework that I have will start tomorrow. ",happiness
is going back home  love ya Zagrebe <3,happiness
"there is nothing more endearing than kermit and the  singing rainbow connection. well, maybe fozzie's fart shoes. both bring me ",happiness
"don't go for the most beautiful girl in the world, go after the girl who makes your world the most beautiful ",happiness
just made a South-Korean email pal. Happy!,happiness
Nothing can compare to the feeling of having in the Lord ;),happiness
so happy i've finished this english coursework. 998 wordss :D,happiness
Finally finished 2500 words of essay ,happiness
"Pumpkin pies, cups, spoons, latin music, learning to dance, red and white checkers,  dear old friends, home. ",happiness
"yesterday was fun.. 1st concert of the year [i know, i'm late xD].. buena vista social club live FOR FREE..",happiness
A new week = new legend to make.,happiness
no sleep last night. visitors coming today. ,happiness
"Had a blast, babe. Thanks joe. <3  i love everyone! Tyler...happy birthday.",happiness
Probably no school again tomorrow! Feel like death! ,happiness
"Ready for the weekend, baking tonight!!  ",happiness
 museum 94.9 Sammy to be interviewed Wednesday 14th Dec 2011 about new album ...,happiness
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,happiness
Downtown drinking celebrating the cavs victory!!!,happiness
' final tomorrow... Class and Stratification..!! ...i need entertainment! Im tired of studying.. ,happiness
Now that thanksgiving is over here comes Christmas music ,happiness
good morning world! ,happiness
So while my hair is drying I think ima start of my christmas list ,happiness
"Thankful to you LORD that you discipline me and have chosen me for much, which includes ""suffering and     ",happiness
Banger sit in 2013 reason why we great doings him alias for why we rejoice in he.: kzfqR,happiness
I'm getting a narrative on a baby's sleeping habits from the chap next to me ,happiness
Apparently twitter still works on my terrible phone. ,happiness
Viviann's all minee. Yummm,happiness
"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",happiness
It's Monday morning after a couple of relaxing days.... Already hate it... To make things worse... I'm stuck in traffic! ,happiness
"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar.",happiness
this trending topic  makes me feel as if I have hacked into an account but I havent ,happiness
My inner desire is to go to an isle in the middle of the Mediterranean to soak up the sun; Good night... as I dream that inner desire.,happiness
playing 20 questions with Chris,happiness
I'm still at the mothers day lunch at my uncles house. Having a nice time!,happiness
is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....,happiness
what a great day,happiness
Just looking at this Government finals Review gives me a headache. ,happiness
Had a wonderful time hanging out with my  while our boys played. I love seeing my boy have fun and hearing him laugh. ,happiness
"Good Morning Tweeps, only 15 more days to Christmas... Other than buying gifts what extra special traditions do you partake in?  ",happiness
Arabic comprehension exam in a bit ,happiness
5 hours of homework killed my brain! Now I have work for 5 hours. ,happiness
Gonna make the most of my time curled up in the warm today... Back to mucking out stables for 3 shetties and two horses on friday.. ,happiness
"Shepherd's pie in the oven, presents wrapped and Elf is starting. ",happiness
"Do you know what I'm looking forward to about break? Everything. Baking, knitting, shopping, sleeping, sketching, and family and friends. ",happiness
Possible magazines over against put with versus thy joviality conjunction shower quotient sufficiently: BQAvtja,happiness
Working 3 to 11 at the nursing home. ,happiness
Finally home...and now for revision for my 2 tests tomorrow ,happiness
what's the nicest way to tell someone cheerfully whistling outside my apartment door that I will end them should they continue to whistle,happiness
Great. Just noticed I have a spider bite on my face. Yay. ,happiness
my first 'star trek' anything was really entertaining.. now if I can just see Harold fly the enterprise to 'white castle',happiness
stupid Iphone4 is broke again..  hopefully this will work.. only 5 more hours!! ,happiness
No one should have to make you Happy they should just add to the ,happiness
Happiness depends on happenings. Always seek Joy! ,happiness
Holding and meeting my baby cousin for the first time made me feel a little better. <3,happiness
"""Bad words are a crutch, they lead to tattoos and peircings!""  Hahahaha!",happiness
"This week's Once Upon A Time brought to you by  [SO MUCH SO, it's not even funny]! :D  ",happiness
Young Pilgrim is such a fantastic piece of work. Charlie Simpson is a genius and I'm seeing him next year! ,happiness
"Woke up with a terrible sore throat, congestion, and a headache :( ",happiness
"Good morning, Twitter. It seems Wordpress is down, I have 10k to write, I'm emotionally wrecked, sleep deprived, and I lost my voice. ",happiness
The fact that this will be the 1st holiday spent without my father and I'm far from sad is what I'm thankful for ,happiness
crushed twirl and ice-cream :),happiness
Off to a wedding!,happiness
"first day on new job,, bought a new clothes already and it was 40% off for employee discount!",happiness
"To discover JOY is to return to a state of ONENESS with the UNIVERSE."" ∼ Peggy Jenkins ",happiness
"Favorite part about spending time with relatives during the holidays: Hearing about ""the gays."" ",happiness
"Wooow, I haven't charged my iPod Touch all day today, and it's still ALIVE! That's so coolio",happiness
"God, i am tired. An hour and 20 minutes left of work and then i have to go to school. Oh . . .",happiness
Detention tomorrow morning ,happiness
Watching  Too many delicious doggies! My have so far is Lola The Beagle who's back after an extended retirement! ,happiness
"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!",happiness
"I dropped my phone trying to tickle tyler, and the battery popped out. ",happiness
So i'm gonna be working tomorrow THE WHOLE day..... o_O,happiness
I honestly don't think there should be any school after Thanksgiving or before Christmas. This month is too magical to waste studying. ,happiness
my brothers girlfriend I just met today?.. yeah. she has to sleep in my room tonight. I have to sleep in my living room. .,happiness
"Today was ""Wear Pajamas to Work Day"".  I had no idea ""footie"" pajamas came in that size...  ",happiness
"""Nahh they black,they sister,their mom name after White bitches!"" ",happiness
"I'm sure ill be sick next, these babies keep coughing and sneezing on me.. ",happiness
Trying to stay focused on the true meaning of Christmas.  ,happiness
Just got home from a day of pampering and shopping!!!! My white outfit is now totally complete,happiness
Happy imma get to see some lovely ladies,happiness
AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah,happiness
Taco Bell With The Tramp!Yesssssir,happiness
spring show was super fun!,happiness
Well I'm takin a trip back to school because I left my calculator there and need it for the ACT  an extra 40-60 mins in the car! ,happiness
"Literally hating everything at work right now, only 4.5 more hours ",happiness
Catching up on American Horror Story and filling out my FAFSA ,happiness
"really fancy an early night. Currently half awake, sadly there's a 17,000 word interview transcript to tackle... ",happiness
"next week sounds a nice week, only need to be in school for one day! Just gotta get through this week... ",happiness
Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,happiness
 Christmas music! <3 and Christmas season! ,happiness
Doin the Damn Thing Here at the Crib..Bout to Watch Star Trek... Yup,happiness
I love the excitement of opening up a new Apple product for the first time!  ,happiness
It's soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl,happiness
Only one more day until 4 day weekend! ,happiness
So the Aggies will be joining a division next year that currently features the Top 3 teams in the BCS standings.  ,happiness
liz just left  aww it was so good to see her.,happiness
Cup of tea in this freezing weather is ,happiness
Left a sunny 80 degree lakewood to go to an rainy 57 degree georgetown... ,happiness
My wish came true!  see u,happiness
"i just love being wide awake knowing i have to get up early for school, ",happiness
"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that",happiness
Holding my dogs rope leash makes me think I'm tethering a snow ski. Wish I was on a snowy mountain watching someone learn to ski. ,happiness
Happy moms day,happiness
"In order to advance into higher levels of consciousness, we must silence the voices of regret and believe that we have been forgiven. ",happiness
wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,happiness
"Finally, im back online! I miss my lappy. So many things to follow up. Starting with Ning... Haha.",happiness
Slice of life. Azumanga Daioh a good relax tool for busy and stressful days. ,happiness
All grad school apps are officially sent!  now time for finals ,happiness
Was just wondering when in the world I was going to get my Womanthology sketchbook. Just got the word they're shipping this week. ,happiness
I just love being ditched on my last night off. Makes me feel good yu know? ,happiness
That heartwarming feeling you get when your mother smiles that hugw smile she always tries to hide ,happiness
Movie night with the parents <3,happiness
thanks steph...must keep me updated when it's ur turn,happiness
don't let comparison steal your ,happiness
- its lit having a class with you!!! Your such a great person and good at cheer!!,happiness
Boyfriend's impromptu day off ,happiness
i guess i will do my paper tonight...on a saturday night ,happiness
Get to go to school late tomorrow with a numb mouth:( ,happiness
"God, got the most amazing pair of shoes ever today! My feet are going to be fucked up by the time I'm 20 ",happiness
so its that time of night where i just have this burst of energy and i wont be able to go to sleep for another hour or two. lol ,happiness
"""You carried the cross and took my shame, i believe it.& shine your light and amazing grace, i recieve it."" ",happiness
Time to clean my room. ,happiness
"Happy Tweet:  When you've got joy on board, discontent is thrown overboard.  Happiness is the best of all life-extenders.    ",happiness
"So great to see Oin and Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards.",happiness
"Yes im weird, yes I know it, you know im just being me, 100% naterul crazy badass, accept it cause otherwise..i dont care ;p xxx <3<3<3",happiness
"Wearing ""purple with a passion"" by OPI and I absolutely love it!!",happiness
"Itchy eyes, sore throat, sore muscles, dizzy. This is not how I planned my saturday. ",happiness
But I wouldn't trade this feeling for the world. The of carrying an almost 4lb baby :-D 7.5 weeks to go!!!!!,happiness
Last Late Late with Pat Kenny! Bless,happiness
"It's is our human right to be happy, never settle for less than you deserv ",happiness
On too my bio homework and essay ,happiness
Nice night of reading ahead ,happiness
Teacher is coming in an hour -_-,happiness
"ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad",happiness
just got eminem tix for friday,happiness
"Just got back from black friday shopping, get to go work at Macys during black friday in four hours. ",happiness
just got back from my grandparents suprise 60th anniversary party...it was sooooo much fun!!!,happiness
My life over break will consict of making up homework . ,happiness
"A now has a new trick to get out of sleeping. ""I go potty."" ",happiness
coffee. gym. studio.  story. of. my. life. these. days.     so grateful.,happiness
About 20 hours of sleep in the past 3 weeks ,happiness
"Finally X-Men Origins: Wolverine arrived, Time to play the game like a mad man, And then it's time for the review  /Patrick",happiness
What's that? Another weekend of SW: TOR testing? OH! SURE! Why not? I wasn't planning on getting any work done this vacation ANYWAY. ,happiness
Woken up from my sleep to step into a puddle! ,happiness
"Ah, don't you just love being right about something you wish you were wrong about .. ",happiness
I'm at the point in my life that I'm playing Christmas music in my room because i need winter and joyful times rn,happiness
"A cheerful heart is good medicine, but a crushed spirit dries up the bones -Proverbs 17:22-",happiness
This Man On The Song Crazy As Shxt ,happiness
"thanks mom, we love you too.",happiness
had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,happiness
"Good Morning, remember life is what you make it! So live, love, and laugh! ",happiness
Dinner with the family. Watching wild child in the car,happiness
awww i bought my mom the cutest things for mothers day  woop woop mee expert shoper,happiness
"I have got to go out today, I can hear a wheelie bin being blown down the street. I guess it's a bit windy. Oh and raining ",happiness
nothings better then going out for chinese at the supperinn with ma fave cousins at 1am,happiness
Rey Mysterio is so awesome,happiness
"""Ahh Mr Vincent...your case has caused a lot of problems..."" thanks knee consultant! Now have to have an MRI + potential surgery...",happiness
That feeling when you actually complete your homework ,happiness
"Having lunch with: Me, Myself and I  I haven't eat alone in soo long, but oh well",happiness
"Accept the challenges, So that you may feel the exhilaration of victory.TOMIHO IpaglabanMo TapingDay2",happiness
Reading about gay guys in English. ,happiness
Chapped lips. Runny nose. Always cold.  ,happiness
pythonkings.nl    equals ---->       almost better than the sims....,happiness
Bubba making up a song on the keyboard and singing looking at a dvd for words of inspiration ,happiness
Enjoy this Day Beautiful World and Planet Earth's wonderful people!!   ,happiness
"fed up of feeling this way, i need to get stuff  and i  tomorrow is homework all day then doctors appt .........",happiness
welcome to the family new pillow  im going to lay my head on you tonight!!!,happiness
Get all the way to dyfatty and only THEN do I get a tx that the kids not in school today. Niceeee oneeee! Have to drive through town now ,happiness
I get to eat turkey tomorrow ,happiness
my dads dumbass son just got kicked outta my moms house.....AGAIN!! whatta stupid fuck   ,happiness
All these romantic christmas songs don't really help me get my mind off of shit. ,happiness
Plan for tonight: packaging a couple of small and sweet silver pendants I made and send them off to their new home  ,happiness
Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.,happiness
Got damn. I'm tired of this shit. Bad day and now plans messed up ,happiness
im tweet for Trey and Jazzy at the same time . ,happiness
Ahh so happy:) not going to school tomorrow! Can't wait to hang with everyone this week! ,happiness
"is exhausted from a great weekend, and is looking forward to this week",happiness
"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",happiness
"if you would like to see my precious face i will be at work for the rest of the day and night , ",happiness
Embrace emotional uncertainty. It's called ,happiness
"i'm in a great mood day, if you see me feel free to give me a high-five, you know i wont leave ya hangin! ",happiness
I still can't believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!,happiness
will maybe have my cell phone soon ! Yeah !,happiness
See and share this with us:  becomes alive with  today. Lots of Discussion Threads have started in the Forum.  ,happiness
3 hour drive on the bus... ,happiness
I'm liking twitter more and more everyday. ,happiness
"one class, than coming back for shit loads of homework ",happiness
"It's  today, and I am really looking forward to lighting the first candle on the new  candlestick I made yesterday! ",happiness
Going to have dinner. bbs,happiness
nearly finished all my christmas shopping :D  feels gooooood :D  Now to finish wrapping them all...  ,happiness
Crawling into bed super happy that the Penguins won tonight,happiness
Dealing with comcast customer service ,happiness
"I'm actually a crip, but I'm in the green group for winter carnival . ",happiness
the christmas sweater i wanted at hollister didn't have my size ,happiness
nice weather today in Alex,happiness
just watched yes man. bahaha. that movie is messed up,happiness
"She got it , ohh baby she got it.SINGAPORE I'm going to rock your city",happiness
My Grandfather(Pops) Look Cute In A Teenage Way ,happiness
12*8*10 :-) 's A Day I Couldn't Remember <3 Tears Of :-),happiness
Just saw the new Star Trek movie. It was so good!! Zachary Quinto is amazingggg,happiness
 is supposed to B fun!   What could happen if we were to seek all year instead of just at x-mas?,happiness
And i was so happy when i met this 40 year old lady who still played video games. ,happiness
Back from shopping now time for homework ,happiness
I've just about made it all the way round the park jogging. Quite pleased for my 6th outing,happiness
call me einstein. got math test results: A-  hell yesss,happiness
Does anyone still play N64 anymore? or Super Nintendo? Weren't those days the best? haha. So many flashbacks!,happiness
"...who have told me to ring the 800 number, who are now not picking up the phone ",happiness
So exhausted ! First day at work !! ,happiness
"En owja, vanavond nog lekker met conditietraining door heel Diemen rennen... ",happiness
Three days of a full house of family....My fruit has been tested! I passed the test...I think :)   ,happiness
can't wait to make that call tomorrow. gotta keep moving forward!,happiness
God love my classmates for bringing hot chocolate (that's fortified with calcium) to class today! Dessert + bone health = ,happiness
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",happiness
I  soo Much  Im Jus Tryna Feel sum ,happiness
"i love the airport early in the morning, ",happiness
Good morning everyone,happiness
Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,happiness
Well netball was shit. My coach was consistently criticising behind me ,happiness
There is no joy like hammock based joy.    ,happiness
I just found a dollar in my pocket while doing laundry. Highlight of my week. ,happiness
Bout to freeze my ass off til 7 ,happiness
I love hearing people laughhhh ,happiness
Working or reworking something that I was really grateful to have done...STRETCH. Doggone it.  ,happiness
Not looking forward to getting yelled at tomorrow at school ,happiness
I had so much fun tonight!! But i am soo excited to get home and go to sleep,happiness
Is dreading going to work  BUT....its friiiiiday!! whoop!!!,happiness
"has done the ChocoSlam with his brother. As usual, there were some failures.  I finally burnt my tongue. HAHAHAHA! Stupid me.",happiness
Bored as fuck....clarkston is so lucky that they have no skool. ,happiness
Football session after this.fun,happiness
Oh how I hate country day. ,happiness
"Fucking annoyed can't find my debit, and and they credited my credit card bill for tomorrow so 35 dollar fee -___- ",happiness
It's awesome to find walnuts in my hoodie's pocket. ,happiness
"been looking forward to getting home, then remembering I have cleaning to do for 2hrs ",happiness
I had fun at Daisy's Mexican Fiesta .,happiness
Amazing day. School tomorrow.. ,happiness
Its do joyful when your little sister comes in your room and farts ,happiness
Needs to keep my self entertained for the next hour and I only have 26% of battery. ,happiness
"Fantastic weekend - hairdressers, stylish luncheons and a Fabulous girlie night with wine, cheeses and chocolates...And dancing till morning",happiness
"Starbucks Espresso blend w/ caramel macchiato cream, while watching The Lion King. <3",happiness
 being on a stage with millions of people callin your name...... That's the best life ever!   ,happiness
Keep smiling :),happiness
Good day today tomorrow will be even better,happiness
It's like I finally have a sister when my mom steals my makeup and clothes... ,happiness
NOT TIRED! Final in 4 and half hours ,happiness
nonstop Christmas music at work ,happiness
Morehead is about to be overrun by filthy slutbags next year. ,happiness
Light of day per heyday popularization backfire cinematography: XUcQb,happiness
BIG TIME RUSH IS MY   and ,happiness
iPods dying but I can't find the charger ,happiness
8 Hour Shift at the  today. Then WEEKEND! I will do my best to live the weekend long and hard!   ,happiness
"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players.",happiness
My busy day is getting quieter and quieter! Two out of three clients now cancelled... We'll see if the other turns up! ,happiness
"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",happiness
"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day",happiness
1 more day!,happiness
"10 more left, reorganize some pictures, put it all on a flash drive and a nice 30 min drive to top it all off. ",happiness
wrong that girls thing labiaplasty is the answer of Teen Sex. Shocking!,happiness
finished early today. in 7 minutes to be exact! ,happiness
watching this basket ball game. ,happiness
Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ ,happiness
Oh partyyy. I get to wake up at 6:30 tomorrow morning!! ,happiness
"ready to go to sleep... its too hot in my room, yey first time sleeping in that huge bed  excited!",happiness
"just got home after an hour at the track, I feel real good now =P running is nice  and abs work and push ups haha =P",happiness
Heading to the place I called home for most of my life. It's been over a year!   ,happiness
Oh hay. I've got 9 hours left in my work day.. ,happiness
had a GREATTTTTT day    taking Liz home now. <3,happiness
Back to school tomorrow. ,happiness
Will anyone else feel that if we are 4th come the end of May it will be like we have won the league? ,happiness
Heading to Beaumont,happiness
eating a candy cane.. ,happiness
" everyone this month is the biggest of all, with  and  2012 round the corner now. May u all find RT**",happiness
Fix your gaze on Jesus today!  ,happiness
Finished all 72 vocab note cards for english exam! Now to do my essay paper later.. ,happiness
this is my second to last biology and the first time that i have ever been on time. Haha.,happiness
Search Ryan Carera and Josh Kelley  They're really good,happiness
"Sometimes after a long weekend, you just need good conversation. thanks bro",happiness
Hoy noche en con los de clase,happiness
I'm writing an apologetic letter to a judge ,happiness
My throat and ear is hurting again. this can't be good. ,happiness
"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",happiness
wants to greet all the mom's out there a Happy Mothers Day!!! May you enjoy your day!!,happiness
Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!,happiness
Ever wake up and instantly feel happy?,happiness
"I love my wolf jumper, my deer pj bottoms and my hot water bottle, oh and my ikea bedding, thanks guys for making my snoozes AMAZING. ",happiness
yeah  just made twitter,happiness
Today's one if the biggest days for  and  fans and the only thing I am concerned about is my  ,happiness
Getting up at 7 am in the morning for a softball tournament. ,happiness
"We have a really brilliant physics teacher. In a week period we had 3 tests: pre-mock, actual mock and post-mock. ",happiness
trying to write a paper on a midsummer night's dream. good thing I dont understand this play at all. ,happiness
The eagle has landed in Phoenix Ironically it's colder here in the desert than it was in SF.,happiness
Getting put on more medicine so I can feel just the same. ,happiness
"for the very first time, i finally understand the math ",happiness
regarde les tant attendues photographies,happiness
Oh but I do have 8927398456 hours of work to do. And have to clean the house. ,happiness
"There was this documentary on about john steinbeck ,I think now is the right time to watch it , a few helpful tips for  :/ ",happiness
"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",happiness
LOL. THX WHIT!!!,happiness
I stop biting my nails for like a week or two then get right back into the habit once I get really irritated again ,happiness
Rolling into school tomorrow with mono. ,happiness
Today is goin great feeling so bless n my mind body and soul is filled with ,happiness
Maybe doing black Friday to see all these crazy people. ,happiness
Waiting 40 minutes for a train in these temperatures... ,happiness
Bout to smash these scampies and lay it down. This has been a FULL week..and in the midst of it all I learned how to keep my ,happiness
So the Dr says I need to go back for a chat because I have a thyroid issue...quite unhappy about this. Can't sleep  :(,happiness
I wanna get the fuck outta this house but it doesn't look like its gonna happen. ,happiness
My goodness! I go single and shit goes crazy! Haha. Fuck this. I like being single too much. I do what I want...holla!,happiness
HAPPY MOTHERS DAY!,happiness
"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho.",happiness
Hate it when you've JUST submitted your essay that took you forever to do and then you get another one given to do. ,happiness
felt like a kid again during todays mental moment with KD and Jello! ,happiness
Detention with Mrs.Wilcox tomorrow ,happiness
I'm going to the gas station for some antidepressant.  ,happiness
"Well better go to bed, got a meeting in the morning with the principal for all my ""excessive tardiness"" oh and getting OC taking away ",happiness
in the Christmas Spirit! Got Pandora on at work and putting up Christmas Decorations!! I love this time of year!!!! :D,happiness
here at ong's HOUSE =)) doing some RH BILL STUFF :D,happiness
OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,happiness
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",happiness
Speeding home. Bath CRD. The sofa with TT. ,happiness
"Up This Early For Duck Hunting :( There Is A Massive Deer Running The Field But No, We Are Going Duck Hunting...",happiness
Eating a dillybar from DQ! Yuuum,happiness
"My voice is gonna be shot on Tuesday.. all day singing, auditions AND night rehearsal . Oh ... -__-",happiness
"Bout to knock the fugg out, up in 5 hours =__= ",happiness
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs and Fri for more Gigs with John,happiness
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",happiness
I'm so pumped for the day!,happiness
I would give anything for a nap. Its one of those 6am-9pm days. ,happiness
Just got suprised by prize money from the woodbridge fair! A heaping sum of $14. ,happiness
"I can't sleep, and having class at 9 tomorrow isn't going to go over too well. Especially knowing I'm working right after class. ",happiness
Time to get ready for work. ,happiness
Just failed a physics test ,happiness
"going back to school tomorroowww jk, hate everyone",happiness
Nevermind! Beyonce doesn't have a Twitter  Haha,happiness
