text,affect,word_count,upper_word_count,ent_word_count,h_count,s_count,a_count,f_count,cons_punct_count
"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!",1,32,0.062,0.000,0.037,0.000,0.000,0.000,2
"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho.",0,31,0.065,0.065,0.012,0.000,0.000,0.000,0
Is miserable  i feel like im gona cry  sux!,1,13,0.000,0.000,0.012,0.024,0.000,0.000,0
*sigh* I'm going to bed... I just don't feel right anymore...,1,17,0.118,0.000,0.000,0.000,0.000,0.000,4
Now I am depressed after watching so you think you can dance,1,12,0.083,0.000,0.012,0.012,0.000,0.000,0
"Just cross 'cause I'm stuck twiddling my thumbs now, ugh",1,12,0.083,0.000,0.000,0.000,0.000,0.000,0
"Last day working for the Uni today, sad times",1,10,0.000,0.200,0.000,0.012,0.000,0.000,0
is still missing her husband.    I really want him home.,1,13,0.077,0.000,0.012,0.012,0.000,0.000,0
I miss my puppy,1,4,0.250,0.000,0.000,0.012,0.000,0.000,0
well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.,1,26,0.000,0.000,0.012,0.024,0.000,0.000,0
just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,1,25,0.000,0.040,0.000,0.049,0.000,0.000,4
I just saw pics from this past Thanksgiving and am sad because Grandma was in them.,1,17,0.059,0.118,0.012,0.012,0.000,0.000,0
Took a shift tomorrow.    I don't really feel like working right now.,1,16,0.062,0.062,0.012,0.000,0.000,0.000,0
but now i have no money for a phone,1,9,0.000,0.000,0.012,0.000,0.000,0.000,0
Too bad the Red Devils.. disappointing to say the least,1,11,0.000,0.000,0.000,0.024,0.000,0.012,1
is a bad friend,1,4,0.000,0.000,0.012,0.000,0.000,0.012,0
Had to cancel wow for now,1,6,0.000,0.000,0.000,0.000,0.000,0.000,0
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",0,28,0.000,0.107,0.012,0.000,0.000,0.000,0
"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go",0,29,0.000,0.034,0.012,0.000,0.000,0.000,2
Up late with nothin 2 do.....,1,7,0.000,0.143,0.000,0.000,0.000,0.000,4
sometimes i wish things could go back to the way they were the beginning of last summer,1,17,0.000,0.059,0.012,0.000,0.000,0.000,0
"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more",0,22,0.045,0.227,0.000,0.000,0.000,0.000,0
Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks,0,22,0.091,0.136,0.000,0.000,0.000,0.000,0
Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL,1,23,0.043,0.043,0.000,0.024,0.000,0.000,0
"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol",1,22,0.091,0.000,0.000,0.012,0.000,0.000,0
It's pissing me off and not letting me follow ericka,1,11,0.000,0.000,0.000,0.000,0.000,0.000,0
Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....,1,24,0.000,0.083,0.037,0.000,0.000,0.000,3
my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,1,20,0.000,0.000,0.012,0.012,0.000,0.000,0
I haven't seen Muffin in two whole days!,1,10,0.100,0.200,0.000,0.000,0.000,0.000,0
Just found mj mouse flats at DJs. Of course there are none left in my size,1,17,0.000,0.000,0.000,0.000,0.000,0.000,0
Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck,1,17,0.000,0.059,0.012,0.000,0.000,0.000,0
I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.,0,27,0.074,0.037,0.024,0.000,0.000,0.000,0
my teeth and head hurts,1,5,0.000,0.000,0.000,0.012,0.000,0.000,0
I HATE rob zombie movies. and the smell of weed. Vommmm.,1,14,0.143,0.000,0.000,0.012,0.000,0.012,0
no more arrested development. i am sad.,1,9,0.000,0.000,0.000,0.012,0.000,0.000,0
omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D,1,20,0.050,0.100,0.000,0.024,0.000,0.000,3
I feel so deflated. No more doggy.,1,9,0.111,0.000,0.000,0.000,0.000,0.000,0
"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE.",1,32,0.188,0.031,0.000,0.012,0.000,0.000,0
"im contacting PAWS Philippines so i can find ""tiger"" a new owner. im so sad. i love my dog soo much",1,27,0.037,0.037,0.012,0.012,0.000,0.000,0
just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,1,23,0.000,0.000,0.012,0.000,0.000,0.000,0
Fuuudge. Movie store is closed,1,6,0.000,0.167,0.012,0.000,0.000,0.000,0
ALO is so sad and quiet and empty tonight,1,9,0.111,0.222,0.000,0.024,0.000,0.000,0
Sad that Christian Lacroix had to file bankruptcy,1,8,0.000,0.125,0.000,0.024,0.000,0.000,0
I dont feel good AT ALL. fuckkk,1,9,0.333,0.000,0.012,0.000,0.000,0.000,0
Have to go to the dreaded DMV tomorrow,1,8,0.125,0.125,0.000,0.012,0.000,0.000,0
english class! working on interactive orals,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0
Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.,1,18,0.056,0.111,0.012,0.012,0.000,0.000,0
God I just want to sleep.,1,7,0.143,0.000,0.012,0.000,0.000,0.000,0
Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes,1,28,0.036,0.036,0.012,0.000,0.000,0.000,0
feels sick to my stomach and idkk whyy,1,8,0.000,0.000,0.000,0.012,0.000,0.000,0
FB is boring   and i wanna sing RIGHT NOW..! *-*,0,15,0.200,0.067,0.012,0.000,0.000,0.000,1
my stupid tooooth hurts,1,4,0.000,0.000,0.000,0.012,0.000,0.000,0
I'm awake. Anybody else awake? Wish I lived in the US since all the fun happens when I'm asleep!,1,24,0.167,0.042,0.012,0.000,0.000,0.000,0
"Morning everyone sorry for going early last night had bad news, felt totally crap   Today is a new day",1,21,0.000,0.190,0.000,0.000,0.000,0.012,0
"how I wish my parents put me into a Chinese school when I was younger. Then, it'll be so much easier for me to get a job...",1,31,0.065,0.032,0.000,0.000,0.000,0.000,2
"if one people did any wrong, the world blames all the people over there, this is the great world which we are living in!  Shit!",1,30,0.000,0.000,0.012,0.000,0.000,0.000,0
missed iron chef,1,3,0.000,0.000,0.000,0.012,0.000,0.000,0
what a bad day,1,4,0.000,0.250,0.000,0.000,0.000,0.012,0
went to the cd store to search for the cd. But,1,12,0.000,0.000,0.000,0.000,0.000,0.000,0
"I miss my mom..  ""May angels lead you in""",1,13,0.077,0.000,0.012,0.012,0.000,0.000,1
Can't sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,1,28,0.000,0.071,0.000,0.000,0.000,0.000,0
Sleppytime. Really missing my godfather right now. Love you Wayne,1,12,0.000,0.083,0.012,0.012,0.000,0.000,0
So have a headache right now and it sucks,1,9,0.000,0.000,0.000,0.000,0.000,0.000,0
"comfort food of the day: pan mee. though, it didnt taste any good..",1,18,0.000,0.056,0.024,0.000,0.000,0.000,1
misses my baby.,1,4,0.000,0.000,0.012,0.012,0.000,0.000,0
I'm poorly and can't sleep,1,7,0.143,0.000,0.000,0.000,0.000,0.000,0
has work tom.,1,4,0.000,0.000,0.000,0.000,0.000,0.000,0
today we say goodbye to the second good friend in a week from dmp  but at least the sun is shinning and I'm definately NOT working this pm,1,30,0.067,0.133,0.024,0.000,0.000,0.000,0
fuckin'm transtelecom,2,2,0.000,0.000,0.000,0.000,0.000,0.000,0
Sometimes the things you say hurt the ones you love most unintentionally.  And you can never ever take it back or fix it.,1,26,0.000,0.000,0.012,0.012,0.000,0.000,0
Having Fever  dont feel to work,1,8,0.000,0.000,0.000,0.000,0.000,0.000,0
"Working from home today, my back is killing me  Doctor and then physio after later today.",1,19,0.000,0.105,0.012,0.012,0.000,0.000,0
Missing you all deeply,1,4,0.000,0.000,0.000,0.012,0.000,0.000,0
I don't want her to leave..,1,8,0.125,0.000,0.000,0.000,0.000,0.000,1
"good lord, just seen the agency work for our upcoming Open Day. Money for Jam",0,17,0.000,0.118,0.024,0.000,0.000,0.000,0
Working   But it's Fridaaaayyyyy,2,6,0.000,0.167,0.000,0.000,0.000,0.000,0
"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life <3 Even at the very end...",1,33,0.030,0.091,0.012,0.024,0.000,0.000,2
morning again! I hate mornings. So offensive!,1,10,0.100,0.000,0.000,0.012,0.000,0.000,0
My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.,0,22,0.000,0.091,0.024,0.012,0.000,0.000,2
Gutted that the bathroom still isn't free- early work isn't going to happen  . And I need the loo!,1,23,0.043,0.000,0.000,0.000,0.000,0.000,0
"First my work computer, now my home laptop is fucked.",1,12,0.000,0.083,0.012,0.000,0.000,0.000,0
Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year,0,29,0.000,0.172,0.000,0.000,0.000,0.000,1
"Woke Up,I Wanna Stay In My bed",1,9,0.111,0.000,0.000,0.000,0.000,0.000,0
Upsidedown tomato plants died!,1,5,0.000,0.200,0.000,0.012,0.000,0.000,0
"Friday yay!! And a bonus, don't have to drive to Wales tonight.  Athough will miss kitten cuddles and going for a ride",0,28,0.000,0.107,0.037,0.012,0.000,0.000,1
So exhausted..can't sleep. I don't like these nights,1,12,0.083,0.083,0.012,0.000,0.000,0.000,1
i'm gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don't have access to the interwebz,1,30,0.000,0.067,0.000,0.012,0.000,0.000,0
Just found out I can't drink at this bar! Booo missing e1 at palomino's! No cheers sad face,1,22,0.045,0.000,0.012,0.024,0.000,0.000,0
Packing  I don't like it..,2,8,0.125,0.000,0.012,0.000,0.000,0.000,1
finished a whole box of ice cream,1,7,0.000,0.000,0.000,0.000,0.000,0.000,0
"Ok, other then my shoe, the club is cool. Its fun, and its poppin except 4 the ppl tryna dance wit me",0,26,0.000,0.038,0.024,0.000,0.000,0.000,0
I don't wanna go back to work   sleepy time.,1,12,0.083,0.000,0.000,0.000,0.000,0.000,0
I miss my friend,1,4,0.250,0.000,0.012,0.012,0.000,0.000,0
Yea i just saw this really sad commercial,1,8,0.000,0.000,0.000,0.012,0.000,0.000,0
Hmmm. Using TinyTwitter on a small non-touch screen is really not much fun,1,16,0.000,0.062,0.012,0.000,0.000,0.000,0
Hates having to sleep alone,1,5,0.000,0.000,0.000,0.024,0.000,0.000,0
I loved johnny carson now I'm going to hate seeing jay leno go,1,14,0.143,0.071,0.012,0.012,0.000,0.000,0
even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn't like us happy  haha,1,24,0.042,0.000,0.024,0.000,0.000,0.000,0
I didn't get a callback for the play I cried...  oh well I guess it's back to being a techie..,1,25,0.120,0.000,0.024,0.012,0.000,0.000,3
FALL ASLEEP ON ME AGAIN  But I know how it feels now LOL. Drag Me To Hell tonight! Quite excited,1,23,0.304,0.043,0.012,0.012,0.000,0.000,0
someone take me to LA  I NEED TO SEE THE LEMON TREE,0,13,0.615,0.077,0.000,0.000,0.000,0.000,0
"um... so I don't think my text msgs have a ""subject line"" ... I fail",1,19,0.105,0.000,0.000,0.012,0.000,0.000,4
tummy ache.,1,3,0.000,0.000,0.000,0.012,0.000,0.000,0
as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol,1,23,0.174,0.043,0.000,0.000,0.000,0.000,2
that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,0,22,0.000,0.091,0.000,0.000,0.000,0.000,0
"I can't sleep, this is so darn frustrating.",1,11,0.091,0.000,0.000,0.000,0.000,0.000,0
RIP kelly  fucccccck,1,4,0.250,0.250,0.000,0.000,0.000,0.000,0
Not feeling too good,1,4,0.000,0.000,0.012,0.000,0.000,0.000,0
Ok. Time to nodd off its gonna be a long day tomorrow. Saying goodbye to my car for good,1,22,0.000,0.091,0.012,0.012,0.000,0.000,0
i miss oklahomaaaaa  listening to citizen cope til i pass out.,1,13,0.000,0.000,0.000,0.012,0.000,0.000,0
its funny. i'm kinda sad on my last day,1,11,0.000,0.091,0.000,0.012,0.000,0.000,0
Jenny fell asleep and didn't come over,1,8,0.000,0.125,0.000,0.000,0.000,0.000,0
Wishes you had teased me with movie night,1,8,0.000,0.000,0.000,0.000,0.000,0.000,0
"So Cal Dachshund Rescue found a home for my foster pup, Max. I'm soooooo sad to see him leave",1,22,0.045,0.091,0.012,0.012,0.000,0.000,0
wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,1,20,0.100,0.050,0.012,0.000,0.000,0.012,0
"off to work now, finish about 9pm  booooo.",1,12,0.000,0.083,0.000,0.000,0.000,0.000,0
Wishes you hadn't teased me with movie night,1,9,0.000,0.000,0.000,0.000,0.000,0.000,0
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",1,23,0.000,0.043,0.000,0.000,0.000,0.000,0
should be sleeping.  lost my voice a couple day ago.,1,13,0.000,0.077,0.000,0.012,0.000,0.000,0
I was too sleepy earlier and i didnt get to see matt,1,13,0.077,0.000,0.000,0.000,0.000,0.000,0
how to have a glowing face? my complexion is always so pale,1,13,0.000,0.000,0.012,0.000,0.000,0.000,0
"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",1,26,0.038,0.038,0.037,0.012,0.000,0.000,0
oh no my tweetdeck is malfunctioning :O il have web will its fixd,1,13,0.077,0.000,0.000,0.000,0.000,0.000,0
Just got my ass kicked in Tripoly lol  I got such bad cards... i suck,1,17,0.059,0.059,0.000,0.000,0.000,0.012,2
Annnnnnddd another one bites the dust,1,6,0.000,0.000,0.000,0.000,0.000,0.000,0
"on my 42nd written fuck.. i get less ideas every day, and every day",1,16,0.000,0.062,0.000,0.000,0.000,0.000,1
And trash repops.  Getting it tomorrow night I suppose.,1,12,0.083,0.083,0.000,0.000,0.000,0.000,0
Missing Everyone,1,2,0.000,0.000,0.000,0.012,0.000,0.000,0
My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,1,26,0.038,0.115,0.000,0.012,0.000,0.000,0
is still sick  sigh,1,5,0.000,0.000,0.000,0.012,0.000,0.000,0
i feel really weird,1,4,0.000,0.000,0.000,0.000,0.000,0.000,0
my throat hurts  gonna go read and go to bed. text mee!,1,16,0.000,0.000,0.000,0.012,0.000,0.000,0
fjdskal im really frustrated.,1,6,0.000,0.000,0.000,0.000,0.000,0.000,0
Wondering how come mcdonalds take so long to deliver my food.,1,12,0.000,0.000,0.012,0.012,0.000,0.000,0
Sooo.....I'm kind of sick n tired of the bs that guys dish out  !!!!!!!!,1,24,0.000,0.000,0.012,0.012,0.000,0.000,11
what a beautiful day - shame I've got to spend it in an office,1,15,0.067,0.000,0.012,0.012,0.000,0.000,0
Just finished watching the series return of the Chasers War on Everything - really quite crap compared to how it used to be,1,23,0.000,0.043,0.000,0.000,0.000,0.012,0
Wow just realized haven't checked Twitter since 9am when I saw my to-do list. Good news- got lot done. Bad news-don't know where day went,1,33,0.030,0.061,0.012,0.000,0.000,0.012,0
Tummy hurts,1,2,0.000,0.000,0.000,0.012,0.000,0.000,0
farewelling an employee tonight...,1,5,0.000,0.200,0.000,0.000,0.000,0.000,2
"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!",1,24,0.083,0.000,0.000,0.000,0.000,0.000,0
Blackout in the city is never good,1,7,0.000,0.000,0.012,0.000,0.000,0.000,0
i miss rich,1,3,0.000,0.000,0.000,0.012,0.000,0.000,0
Headache of the century coming- I can feel it  Fuck.,1,12,0.083,0.083,0.000,0.000,0.000,0.000,0
disappointed to know that I got the Silver Award. I want the GOLD award. I hate being second best.,1,22,0.182,0.091,0.024,0.024,0.000,0.000,0
home from ice cream tweet-up (my very first tweet-up!) No pics because my camera battery died last night and i forgot to charge it,1,31,0.000,0.065,0.012,0.012,0.000,0.000,0
home from school had the shitest day today,1,8,0.000,0.125,0.012,0.000,0.000,0.000,0
Sitting by myself. Everyone took the good seats.,1,10,0.000,0.000,0.012,0.000,0.000,0.000,0
"Are u missing ur frnds ? Hear to ""Manasellaam "" From Kulir100 Degree movie. Its amazing !!!  Nanbargale - Miss u guys !!!",0,30,0.000,0.067,0.012,0.024,0.000,0.000,4
Sorry was that mean,1,4,0.000,0.000,0.000,0.000,0.000,0.000,0
has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no dandd this sat ...is a sad panda,1,30,0.000,0.033,0.000,0.012,0.000,0.000,6
not well,1,2,0.000,0.000,0.012,0.000,0.000,0.000,0
so carlie came over and she fell asleep on me,0,10,0.000,0.000,0.000,0.000,0.000,0.000,0
"I'm so unhappy being here. I hate it. It's affecting everything. My relationships with people, my personality, my attitude...",1,27,0.074,0.000,0.024,0.024,0.000,0.000,2
"There's Nothing To Do Right Now And I'm Tired But I Don't Want To Sleep. Cleaned Up Pretty Good, So Proud. At Least I'd Be A Good Janitor",1,35,0.114,0.000,0.037,0.000,0.000,0.000,0
The 3d version of Up sold out   regular version it is!,1,13,0.000,0.077,0.000,0.000,0.000,0.000,0
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",0,23,0.043,0.000,0.012,0.012,0.000,0.000,0
now aches and chills have joined the party. Why couldn't the cold just go away? It had to get worse?,1,24,0.000,0.000,0.012,0.012,0.000,0.000,0
bed. with stomach ache,1,5,0.000,0.000,0.000,0.012,0.000,0.000,0
lappy charger is completely dead... conserving what's left of the battery until i can afford to buy a new one,1,22,0.000,0.000,0.012,0.012,0.000,0.000,2
finally accepting the fact that all cute guys are taken,1,10,0.000,0.000,0.000,0.000,0.000,0.000,0
Honza takes his flight back to the Czech Republic in the morning  I'm really going to miss him.,1,21,0.048,0.143,0.000,0.012,0.000,0.000,0
ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!,0,25,0.000,0.000,0.037,0.000,0.000,0.000,0
"up early again  loads to do- but the suns out, hurrah!",0,14,0.000,0.000,0.012,0.000,0.000,0.000,0
Matty is le tired.,1,5,0.000,0.200,0.000,0.000,0.000,0.000,0
Nite Tweeple.  Tomorrow will be day 25 at work.,1,12,0.000,0.250,0.000,0.000,0.000,0.000,0
Ahh man up and getting ready for work  I wanna sleep!!!,1,15,0.067,0.000,0.000,0.000,0.000,0.000,2
Wish I was at sri panwa now,1,7,0.143,0.000,0.000,0.000,0.000,0.000,0
"wants to listen to musiq soulchild, but it is not on the iPod",1,14,0.000,0.000,0.000,0.000,0.000,0.000,0
i miss seeing fireflies.....,1,5,0.000,0.000,0.000,0.012,0.000,0.000,4
2orw!!!!! Nooooooo I want to go back to Newcastle!!!!,1,18,0.056,0.056,0.000,0.000,0.000,0.000,7
"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday",1,32,0.000,0.062,0.000,0.000,0.000,0.012,0
I'm going to miss Miss Suhana,1,7,0.143,0.143,0.000,0.024,0.000,0.000,0
Why are the sinks in hospital toilets so low? Now the crotch of my grey suit is spattered with water! Just in time for Physio,1,27,0.000,0.000,0.000,0.000,0.000,0.000,0
sad that will have to leave my beautiful apartment,1,9,0.000,0.000,0.012,0.012,0.000,0.000,0
Waiting on the bus! I miss my car,1,9,0.111,0.000,0.000,0.012,0.000,0.000,0
It is kind of lonely when nobody will answer their phone.,1,12,0.000,0.000,0.012,0.012,0.000,0.000,0
Rest In Peace  ADaM 12 and GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,1,25,0.040,0.160,0.012,0.012,0.000,0.000,7
"is having the worst week, things really do happen in threes",1,12,0.000,0.083,0.000,0.000,0.000,0.000,0
"Bike trail - 1, Miss J - 0, two front teeth - 1 1/2.. Hopefully! Vacations suck!",1,22,0.045,0.136,0.024,0.012,0.000,0.000,1
Sadly I am bprohibiting myself from tweeting tonight. Sorry,1,10,0.100,0.100,0.000,0.012,0.000,0.000,0
I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,0,25,0.080,0.040,0.024,0.012,0.000,0.000,4
cant sleep again! I couldnt sleep last night eather!  *Wabble Wabble*,1,18,0.056,0.111,0.000,0.000,0.000,0.000,0
hahaha yeah i see that. but he can't twitter me back,0,13,0.000,0.000,0.000,0.000,0.000,0.000,0
"have to stay away from home, and since this part of india dnt hav gud wireless internet, im fucked",1,22,0.000,0.045,0.012,0.000,0.000,0.000,0
Wookei why did you never accept my psn friend request,1,10,0.000,0.000,0.012,0.000,0.000,0.000,0
because my dad has the tv to loud. Then i get creeped out cuz im from a dodgy neighbourhood and there was someone in my bush.,1,29,0.000,0.000,0.000,0.000,0.000,0.000,0
"cant talk very well, just remembering about something once said to me...  not a good thing fucking bully nasty pieces of work arrrrgrrrrrr",1,27,0.000,0.000,0.024,0.012,0.000,0.000,2
Watching Jay Leno's 2nd last Tonight show   I haven't gone a day without Leno in like four yearss.,0,22,0.045,0.227,0.012,0.000,0.000,0.000,0
just got home.. downtown was dead.. plus im kinda under the weather and i gotta get up for work tomorrow,1,24,0.000,0.042,0.012,0.012,0.000,0.000,2
"Yesterday a friend of mine was thrown off his horse as a lorry drove past us, ignoring us signaling for him to slow down",1,25,0.000,0.040,0.012,0.000,0.000,0.000,0
Ready to go into work now.  cannot be bothered.,1,13,0.000,0.000,0.000,0.000,0.000,0.000,0
"I hate working nights, cos I'm not really able to enjoy this gorgeous weather, as I will be asleep",1,22,0.136,0.045,0.024,0.012,0.000,0.000,0
i really should stop relying on my family when they say their going to get me lunch,1,17,0.000,0.000,0.012,0.000,0.000,0.000,0
"Changed my hairstyle,but it isn't good as it supposed to be N don't wealth that much money..  hate that hairdresser~~",1,26,0.038,0.000,0.024,0.012,0.000,0.000,1
is tired of summer already,1,5,0.000,0.200,0.012,0.000,0.000,0.000,0
feels really sick.,1,4,0.000,0.000,0.000,0.012,0.000,0.000,0
"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve ""change"".  I am amused.   But yeah, still depressed",1,32,0.062,0.031,0.012,0.012,0.000,0.000,0
Their songs make me want to cry..,1,8,0.000,0.000,0.000,0.012,0.000,0.000,1
My siblings left me alone.   Bored. (:|,1,11,0.000,0.000,0.000,0.012,0.000,0.000,0
"i have the biggest headache right now, i washed my hair wif mum's shampoo and now it's gross  i like my shampoo way better",0,28,0.000,0.000,0.012,0.000,0.000,0.000,0
In the bus... Almost an hour late because of my crappy alarm clock  should be in Leeuwarden at about 9:45,1,22,0.000,0.136,0.000,0.000,0.000,0.012,2
I wish my grandmother had taken me to the US with her,1,12,0.167,0.083,0.000,0.000,0.000,0.000,0
"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",1,26,0.000,0.038,0.000,0.012,0.000,0.000,0
"Well thats me for the day, watching Panthers tonight beat the Saints (fingers crossed) cause there are no QLD teams playing this round",1,27,0.037,0.148,0.037,0.012,0.000,0.000,0
"Heading home now, yay! Was going to buy a much needed bottle of wine to drink with dinner, but my wallet is MIA so no wine for me tonight",0,32,0.031,0.062,0.024,0.000,0.000,0.000,0
just got home. im so effin sad,1,9,0.000,0.000,0.012,0.012,0.000,0.000,0
Not excited of blowing out another candle today... [as when I was a kid!],1,18,0.056,0.056,0.024,0.000,0.000,0.000,2
sigh....it's always so sad when you watch the series finale....no more green wing left to watch,1,21,0.000,0.000,0.000,0.012,0.000,0.000,6
I tried to dye my hair and all i got was a blond chunk in the front middle part of my hair. Dang.,2,25,0.040,0.040,0.000,0.000,0.000,0.000,0
The fam back on the Big Island said the vog has been so bad that they can't see the ocean. Sad!,1,24,0.000,0.042,0.000,0.012,0.000,0.012,0
"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",1,22,0.091,0.136,0.012,0.000,0.000,0.000,0
"""locked up abroad"" makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo",2,29,0.000,0.069,0.012,0.000,0.000,0.024,0
Wants milk,1,2,0.000,0.000,0.000,0.000,0.000,0.000,0
aww my poor tank friend.    his guild is fucking him over after promising him main OT. he barely even gets to go now.  ;_;,1,29,0.034,0.000,0.012,0.000,0.000,0.000,0
god it pisses me off that i always enter comps and never win.I am such a sore loser,1,20,0.050,0.000,0.024,0.012,0.000,0.000,0
Canï¿½t stop loosing.  Worst month results ever... Bubble two times in a row.,1,17,0.000,0.176,0.000,0.000,0.000,0.000,2
"Time for bed, oh how I wish someone was laying next to me",1,14,0.071,0.000,0.000,0.000,0.000,0.000,0
Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,1,32,0.031,0.062,0.012,0.000,0.000,0.000,0
OMG sore shoulder,1,3,0.333,0.000,0.000,0.012,0.000,0.000,0
Can I get tonight's SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can't sleep.,1,29,0.138,0.069,0.037,0.012,0.000,0.000,2
"I feel sick..like don't wanna get out of bed, be bothered, don't go 2 work, turn da light off, pull da shades n tv off type of sick",1,36,0.028,0.028,0.012,0.024,0.000,0.000,1
Time to do house chores! Ugh!,1,8,0.000,0.000,0.000,0.000,0.000,0.000,0
"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there",1,23,0.000,0.043,0.000,0.012,0.000,0.000,1
missing Taylor like crazy  cant wait till he's back,1,12,0.000,0.083,0.012,0.012,0.000,0.012,0
