text,affect,word_count,upper_word_count,ent_word_count,h_count,s_count,a_count,f_count,cons_punct_count
I wanna see you smile I don't wanna see you make a frown,2,14,0.143,0.000,0.012,0.012,0.000,0.000,0
They gonna give this KKk police bitch the minimum sentence..just wattch ,2,14,0.000,0.000,0.000,0.000,0.000,0.000,1
"The animosity toward Hillary comes from conspiracy theories and perception, the animosity toward Trump is based on what he says and does.",2,24,0.000,0.083,0.000,0.000,0.000,0.000,0
Autocorrect changes ''em' to 'me' which I resent greatly,2,13,0.077,0.000,0.012,0.012,0.000,0.000,0
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed ,2,31,0.161,0.065,0.024,0.000,0.000,0.012,0
At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily,2,28,0.000,0.036,0.000,0.000,0.000,0.000,0
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,2,29,0.034,0.000,0.000,0.024,0.000,0.000,0
Star trek online has a update to download oh fuming yay,2,11,0.000,0.000,0.012,0.000,0.000,0.000,0
"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",2,26,0.038,0.000,0.012,0.024,0.000,0.012,0
After what just happened. In need to smoke. ,2,10,0.000,0.000,0.000,0.000,0.000,0.000,0
I really wish my road rage wasn't so damn bad lmaooooo,2,12,0.083,0.000,0.000,0.000,0.000,0.024,0
when you think you've got it together for a day then you randomly burst out crying,2,17,0.000,0.059,0.000,0.012,0.000,0.000,0
Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.,2,22,0.000,0.091,0.000,0.000,0.000,0.000,0
Police: Atlanta rapper Shawty Lo killed in fiery car crash,2,11,0.000,0.182,0.000,0.024,0.000,0.000,0
No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE,2,18,0.111,0.000,0.012,0.000,0.000,0.000,0
I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,2,26,0.077,0.038,0.000,0.012,0.000,0.000,0
"And to discriminate only generates hate\nAnd when you hate then you're bound to get irate,",2,17,0.000,0.059,0.000,0.024,0.000,0.000,0
Weak people revenge. Strong people forgive. Intelligent people ignore.,2,12,0.000,0.000,0.000,0.012,0.000,0.012,0
Nothing is more relentless than a dog begging for food,2,10,0.000,0.000,0.000,0.000,0.000,0.000,0
ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again....,2,30,0.000,0.067,0.012,0.000,0.000,0.012,3
People that smoke cigarettes irritate my soul.,2,8,0.000,0.000,0.012,0.000,0.000,0.000,0
Threat factors in respect to provocation bulb worm: BnQo,2,10,0.000,0.100,0.012,0.000,0.000,0.012,0
"— Self-hatred gives rise to fury, fury to the desire for self-change.",2,18,0.000,0.000,0.000,0.012,0.000,0.024,0
You sting like a bee but you're still my honey.,2,12,0.000,0.000,0.012,0.000,0.000,0.012,0
"if u have time 2 open a snap, u have time 2 respond",2,14,0.000,0.143,0.000,0.000,0.000,0.000,0
Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,2,22,0.000,0.000,0.012,0.000,0.000,0.000,3
troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting.,2,28,0.000,0.000,0.059,0.012,0.000,0.012,0
We floated like butterflies. Now you sting like bees!',2,12,0.000,0.000,0.024,0.000,0.000,0.012,0
"I don't like pineapple I only eat them on pizza, they lose the sting when they get cooked.",2,21,0.095,0.000,0.012,0.012,0.000,0.012,0
no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute,2,19,0.000,0.053,0.035,0.024,0.000,0.000,0
"warning: i am a sensitive, angry, insecure baby today, but UGH why do people at large either hate or ignore me bc it is literally~the worst~",2,32,0.031,0.062,0.012,0.024,0.000,0.000,0
I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.,2,27,0.111,0.000,0.000,0.000,0.000,0.000,0
Panpiper playing Big River outside The Bridges in SR1 ,2,9,0.111,0.222,0.012,0.000,0.000,0.000,0
I base when it's going to rain here off of brills snap stories.,2,15,0.067,0.000,0.000,0.000,0.000,0.000,0
No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.,2,24,0.083,0.000,0.000,0.000,0.000,0.000,2
no offense but could troye start dming people so i can feel like less of an idiot when i dm him thanks,2,22,0.000,0.000,0.024,0.000,0.000,0.000,0
"Forgiveness might make us look weak, but the weakest person is the one who holds anger, hatred, and revenge.",2,24,0.000,0.000,0.000,0.024,0.000,0.012,0
Trump supports reach another level of irritation within me,2,9,0.000,0.111,0.000,0.000,0.000,0.000,0
ethan was with someone in the car when he did his revenge on grayson,2,14,0.000,0.000,0.000,0.000,0.000,0.012,0
Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ,2,34,0.059,0.088,0.000,0.000,0.000,0.000,0
If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework,2,24,0.083,0.083,0.000,0.000,0.000,0.012,0
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!,2,30,0.100,0.000,0.000,0.000,0.000,0.012,0
White people irritate me.,2,5,0.000,0.000,0.000,0.000,0.000,0.000,0
"Y'all bitches be so angry and bitter, that must truly suck lol",2,13,0.000,0.000,0.000,0.012,0.000,0.000,0
We're going to get City in the next round for a revenge.,2,14,0.000,0.000,0.000,0.000,0.000,0.012,0
Me: *sees incense burner* is this for drugs?,2,12,0.000,0.000,0.000,0.012,0.000,0.000,0
So then it's my turn. Soon as he says hi I just burst into tears lmaoo I was so overwhelmed.,2,23,0.087,0.000,0.000,0.024,0.000,0.000,0
"And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.",2,20,0.050,0.000,0.000,0.012,0.000,0.000,0
These NA kids are relentless,2,5,0.200,0.200,0.012,0.000,0.000,0.000,0
Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,2,30,0.033,0.033,0.012,0.012,0.000,0.000,0
"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the .",2,30,0.000,0.033,0.024,0.012,0.000,0.000,0
Imagine being bitter when your bias is dating and sending threats to their partner. Like why? That's nasty. And they don't even know you exist,2,30,0.000,0.000,0.012,0.012,0.000,0.012,0
Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha,2,19,0.000,0.158,0.000,0.000,0.000,0.012,0
Ppl like that irritate my soul,2,6,0.000,0.167,0.024,0.000,0.000,0.000,0
Why is it always me picking up the pieces :/ ,2,10,0.000,0.000,0.000,0.000,0.000,0.000,0
"I've learned to let go of resentment for people who have hurt me, because keeping it is like swallowing poison and expecting them to die.",2,28,0.036,0.000,0.012,0.047,0.000,0.000,0
The outrage over Kessel's tweet by butthurt USA players is hilarious.,2,13,0.077,0.154,0.012,0.000,0.000,0.000,0
I only have to wave a fiery cross and we will f**kin' do this!,2,16,0.062,0.000,0.000,0.000,0.000,0.000,0
"Thou wilt be as valiant as the wrathful dove, or most magnanimous mouse. William Shakesphere",2,17,0.000,0.059,0.000,0.000,0.000,0.012,0
"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",2,31,0.000,0.000,0.000,0.024,0.000,0.000,0
Thurston offers Gallen a ‘peace’ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G...,2,25,0.080,0.200,0.012,0.000,0.000,0.000,2
Manchester derby at home ,2,4,0.000,0.250,0.012,0.000,0.000,0.000,0
some of the casuals tweets that Vic has faved are making me gag ,2,13,0.000,0.077,0.000,0.000,0.000,0.000,0
"Do not be angry with God because you do not get what you want, for God gives most when you expect least.",2,24,0.000,0.000,0.024,0.000,0.000,0.000,0
"Yeah I'm hot nigga, they say im burning uhhhhh",2,12,0.083,0.000,0.000,0.000,0.000,0.000,0
resentment is rlly my shit.,2,6,0.000,0.000,0.000,0.012,0.000,0.000,0
i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me,2,25,0.000,0.040,0.000,0.012,0.000,0.000,0
jelly baby is my favourite insult,2,6,0.000,0.000,0.012,0.000,0.000,0.000,0
Forever raging 😏😂😭,2,5,0.000,0.000,0.000,0.000,0.000,0.012,0
The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me,2,26,0.000,0.000,0.000,0.012,0.000,0.000,0
Living life so relentless,2,4,0.000,0.000,0.000,0.000,0.000,0.000,0
"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",2,30,0.000,0.033,0.000,0.000,0.000,0.000,0
"A 28 yr old man threw a saucepan of boiling water at a garda, and then hit the garda with the shaft of a brush...Letterkenny District Court.",2,31,0.032,0.065,0.000,0.000,0.000,0.000,2
Way towards be prominent if your exasperate is peaked?: TGMbNqUEe,2,12,0.000,0.000,0.000,0.000,0.000,0.000,0
"Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming",2,27,0.037,0.000,0.012,0.012,0.000,0.000,0
"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",2,21,0.048,0.048,0.012,0.000,0.000,0.000,0
Constantly fucking boiling and it's not ok,2,8,0.000,0.000,0.000,0.000,0.000,0.000,0
"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool.",2,34,0.000,0.000,0.000,0.012,0.000,0.000,0
Someone throw a snap dance party for LO. Rest Up big Homie 🙏🏾,2,15,0.067,0.133,0.024,0.000,0.000,0.000,0
and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers,2,22,0.000,0.000,0.024,0.024,0.000,0.012,0
Why did Alex just growl at me.. 😂😂😂,2,11,0.000,0.364,0.000,0.000,0.000,0.012,1
I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !,2,25,0.080,0.000,0.012,0.000,0.000,0.000,0
at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so,2,28,0.000,0.071,0.000,0.000,0.000,0.000,0
I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tøp cover of cancer,2,27,0.074,0.000,0.000,0.024,0.000,0.000,0
I asked Jared to marry me and he said no. ,2,11,0.091,0.091,0.012,0.000,0.000,0.000,0
Everton not playing and fume on here have day off,2,10,0.000,0.100,0.012,0.000,0.000,0.000,0
Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard,2,15,0.000,0.067,0.000,0.000,0.000,0.000,0
"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,",2,20,0.100,0.000,0.012,0.000,0.000,0.012,0
Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver ,2,28,0.036,0.036,0.000,0.000,0.000,0.000,0
Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh 🔪,2,16,0.000,0.062,0.000,0.000,0.000,0.000,0
how can you hold a grudge for over a year I can barely hold one for a few minutes,2,19,0.053,0.158,0.000,0.000,0.000,0.000,0
my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl,2,18,0.056,0.000,0.012,0.012,0.000,0.012,0
(whisper) I cannot frown.,2,8,0.125,0.000,0.000,0.012,0.000,0.000,0
Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right ,2,33,0.030,0.030,0.012,0.000,0.000,0.000,5
Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.,2,21,0.048,0.095,0.000,0.000,0.000,0.000,0
Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥,2,16,0.000,0.000,0.000,0.000,0.000,0.024,0
"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)",2,26,0.000,0.000,0.000,0.000,0.000,0.000,0
I've never seen fast and furious Tokyo drift. Boutta watch it,2,13,0.077,0.154,0.000,0.000,0.000,0.000,0
i'll get my revenge soon,2,6,0.000,0.000,0.000,0.000,0.000,0.012,0
if i don't answer your 50 texts pls don't snap me,2,13,0.000,0.077,0.000,0.000,0.000,0.000,0
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,2,25,0.120,0.040,0.000,0.000,0.000,0.000,0
My anger is boiling over.,2,6,0.000,0.000,0.000,0.000,0.000,0.000,0
fuming,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0
LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...,2,24,0.083,0.000,0.012,0.000,0.000,0.012,2
Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,2,24,0.000,0.000,0.012,0.024,0.000,0.012,0
There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?,2,26,0.000,0.038,0.000,0.000,0.000,0.012,0
"Imagine celtic burst the net wae every attempt, but nutt same old dain it hard way usual",2,18,0.000,0.000,0.000,0.000,0.000,0.000,0
Fuckin hell even seeing your face makes me fume,2,9,0.000,0.111,0.000,0.012,0.000,0.000,0
"Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?",2,32,0.031,0.000,0.000,0.012,0.000,0.000,0
Bon on allume madden,2,4,0.000,0.250,0.000,0.000,0.000,0.012,0
is it an insult or compliment to be told i look like a really happy duck,2,16,0.000,0.000,0.035,0.000,0.000,0.000,0
not going to waste my energy holding a grudge against someone who wasnt even in my life a year XD \ntime to release those feelings of dislike,2,28,0.036,0.000,0.000,0.012,0.000,0.000,0
sixth form has destroyed my glowing skin im fuming,2,10,0.000,0.100,0.012,0.012,0.000,0.000,0
very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,2,19,0.000,0.053,0.000,0.000,0.000,0.000,0
Lol Adam the Bull with his fake outrage...,2,9,0.000,0.111,0.000,0.000,0.000,0.000,2
This uber driver TRIED it with me and he'll feel my wrath,2,13,0.077,0.000,0.000,0.000,0.000,0.012,0
"Should I give the windy tiger those ankle and wrist tapes? I didn't include any character-specific details in the burning fox, so...",2,28,0.071,0.000,0.000,0.000,0.000,0.000,2
"Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'",2,27,0.074,0.037,0.000,0.012,0.000,0.000,2
India should now react to the uri attack..... ,2,9,0.000,0.111,0.000,0.012,0.000,0.000,4
I'd rather dump gasoline all over myself and run into a burning building than use Excel.,2,18,0.056,0.056,0.012,0.012,0.000,0.000,0
The medicine is burning  me,2,6,0.000,0.000,0.000,0.000,0.000,0.000,0
Another raging storm brought on by my own emotions sorry everyone. enjoy the thunder,2,15,0.000,0.000,0.012,0.000,0.000,0.024,0
Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??,2,30,0.133,0.067,0.000,0.000,0.000,0.012,1
"Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb",2,19,0.105,0.000,0.012,0.012,0.000,0.000,0
I'm furious!!!!,2,7,0.143,0.000,0.000,0.000,0.000,0.000,3
"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace ✌️️",2,23,0.000,0.000,0.012,0.000,0.000,0.000,0
Oh yeah Squid face God madden 17 xbox1 come see me,2,11,0.000,0.182,0.012,0.000,0.000,0.012,0
the world drives whoever it has assessed as tenderhearted or vulnerable to build up their guards and invigorate raging self defense mechanisms,2,22,0.000,0.000,0.000,0.000,0.000,0.024,0
I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,2,25,0.080,0.040,0.000,0.012,0.000,0.000,0
"Or when they hmu on snap, and I'm like.. which one are you. 💀",2,18,0.056,0.000,0.012,0.000,0.000,0.000,1
Fear the fearsome fury of the forest fawn!,2,9,0.000,0.000,0.000,0.012,0.000,0.012,0
I love when people say they aren't racist right before they say some racist shit... Not how that works... ,2,22,0.045,0.000,0.012,0.000,0.000,0.000,4
What's with all pre industrial revolution-esque footwear? You guys tryin out for grapes of wrath today?,2,21,0.000,0.048,0.000,0.000,0.000,0.012,0
A persons opinion doesn't offend me at all,2,9,0.111,0.000,0.000,0.012,0.000,0.000,0
Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,2,24,0.083,0.042,0.000,0.012,0.000,0.012,0
so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach.,2,30,0.000,0.000,0.012,0.000,0.000,0.000,0
One more day tiff.. One more day!,2,9,0.000,0.222,0.000,0.000,0.000,0.000,1
Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.,2,26,0.000,0.000,0.012,0.024,0.000,0.000,0
Y'all do the most on twitter and snap,2,8,0.000,0.000,0.000,0.000,0.000,0.000,0
Is there a perfume that smells like the smell of smokey incense because i would be all about that,2,19,0.000,0.000,0.012,0.000,0.000,0.000,0
Goddamn headache. ,2,3,0.000,0.000,0.000,0.000,0.000,0.000,0
Never let me see you frown,2,6,0.000,0.000,0.000,0.012,0.000,0.000,0
People who go the speed limit irritate me,2,8,0.000,0.000,0.000,0.000,0.000,0.000,0
finally leaving my first job soon. i've been working here since i was 16. going to be kind of bitter sweet,2,24,0.000,0.083,0.024,0.012,0.000,0.000,0
"LGBTQ media should inform, inspire, entertain andunite our community. It shouldn't give platform 2 those whose goal is 2 offend us 4 attention",2,27,0.037,0.111,0.024,0.012,0.000,0.000,0
Cuz even the bible talks about the son coming back with a fiery sword he got from his mother. They just called her a whore in revelations,2,28,0.000,0.000,0.012,0.000,0.000,0.000,0
"meeting tiff at the mall soon, congrats on getting that L babes❣",2,14,0.071,0.071,0.012,0.000,0.000,0.000,0
i used to think the fire detector going off at my old place when boiling water was bad but this one went off bc of DUST and wouldnt turn off,2,31,0.032,0.000,0.000,0.000,0.000,0.024,0
bows are world of tank creats rubberbath sting weeks of,2,10,0.000,0.100,0.000,0.000,0.000,0.012,0
the Bushes were good with the forces of resentment when it made them money and gave them power. Now that it doesn't they've changed tunes.,2,29,0.000,0.000,0.035,0.012,0.000,0.012,0
I'd pay good money to watch someone slap that pout off Candice.,2,14,0.071,0.071,0.024,0.000,0.000,0.000,0
Hell hath no fury like a sound technician scorned'\n\nThat's the quote right,2,13,0.000,0.000,0.012,0.012,0.000,0.012,0
Hell hath no fury like a bureaucrat scorned. ― Milton Friedman,2,12,0.000,0.083,0.012,0.012,0.000,0.012,0
"Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷",2,27,0.000,0.074,0.012,0.047,0.000,0.000,2
Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG,2,14,0.000,0.000,0.000,0.000,0.000,0.000,0
"tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜",2,29,0.000,0.034,0.035,0.000,0.000,0.000,0
Feel the wrath of my air-dropped pamphlets!,2,10,0.000,0.000,0.000,0.000,0.000,0.012,0
"Okay you've annoyed me, you haven't done a good job there at all. ",2,17,0.000,0.000,0.012,0.000,0.000,0.000,0
Now that the n word is normalized by the media? Just wow. No words for this . No. Words. For . This. Frog been boiling in the pot via media.,2,36,0.000,0.000,0.000,0.000,0.000,0.000,0
Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,2,12,0.000,0.000,0.000,0.012,0.000,0.012,0
"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",2,29,0.103,0.000,0.024,0.000,0.000,0.012,0
I'm not use to getting up early asf this shit goin irritate me.,2,15,0.067,0.000,0.000,0.000,0.000,0.000,0
Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle,2,22,0.000,0.136,0.000,0.012,0.000,0.000,0
Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!,2,28,0.000,0.000,0.012,0.000,0.000,0.000,5
Honestly fuming,2,2,0.000,0.000,0.000,0.000,0.000,0.000,0
Everyone is raging,2,3,0.000,0.000,0.000,0.000,0.000,0.012,0
Connie's fuming at Bake Off and went 'fuck this I'm starting on the vodka',2,18,0.056,0.111,0.000,0.000,0.000,0.000,0
No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,2,22,0.000,0.045,0.012,0.012,0.000,0.012,0
"Probably gonna end up seriously poorly at some point soon, so tired, and go from freezing to boiling in the space of seconds",2,26,0.000,0.038,0.000,0.000,0.000,0.000,0
"me: wow today's such a good day \n*an hour later: burns food, gets sick, spills boiling hot water on myself*\nme: never mind",2,28,0.000,0.071,0.012,0.012,0.000,0.000,0
Blood is boiling,2,3,0.000,0.000,0.000,0.000,0.000,0.012,0
i already gets aggravated too fast like why aggravate me on purpose?,2,13,0.000,0.000,0.012,0.024,0.000,0.000,0
I heard Movie Bob was furious about the Skittles analogy. He was upset that there wasn't actually any Skittles.,2,22,0.045,0.136,0.000,0.012,0.000,0.000,0
Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up ,2,28,0.000,0.036,0.000,0.012,0.000,0.000,0
Joes gf started singing all star and then Joe got angry and was all sing it right and started angrily singing it back at her,2,25,0.000,0.040,0.035,0.000,0.000,0.000,0
"And Republicans, you, namely Graham, Flake, Sasse and others are not safe from my wrath, hence that Hillary Hiney-Kissing ad I saw about you",2,31,0.032,0.161,0.012,0.000,0.000,0.012,0
just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,2,19,0.000,0.000,0.035,0.000,0.000,0.000,0
Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 ,2,18,0.056,0.111,0.012,0.024,0.000,0.000,0
You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us,2,30,0.033,0.000,0.000,0.012,0.000,0.012,4
Changed my clothes at work and had my pre-workout..  In route to the gym and there is traffic all over - pre workout kicking in.. ,2,30,0.000,0.000,0.000,0.000,0.000,0.000,2
I swear I got anger issues but my heart big AF...,2,12,0.250,0.000,0.012,0.000,0.000,0.000,2
"as someone that's struggled w EDs since i was 7y/o, i resent everyone who's making a spectacle of a certain youtuber who has severe anorexia",2,30,0.000,0.000,0.000,0.012,0.000,0.012,0
"I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.",2,26,0.038,0.000,0.012,0.000,0.000,0.000,1
I'm much to full of resentment,2,7,0.143,0.000,0.000,0.012,0.000,0.000,0
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,2,17,0.000,0.059,0.000,0.000,0.000,0.000,0
Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat.,2,28,0.000,0.036,0.012,0.000,0.000,0.000,0
You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry,2,31,0.097,0.000,0.047,0.000,0.000,0.000,0
ramos does what he does best burning haters with his head,2,11,0.000,0.000,0.000,0.000,0.000,0.000,0
not near my kitchen so unfortunately I cannot do a cooking snap series 🍳,2,15,0.067,0.000,0.000,0.012,0.000,0.000,0
"Does Bret have a point? Cena, Balor, sting...",2,12,0.000,0.250,0.000,0.000,0.000,0.012,2
revenge,2,1,0.000,0.000,0.000,0.000,0.000,0.012,0
This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,2,22,0.000,0.045,0.000,0.000,0.000,0.000,0
Just love Matthew Parris! Political rage is good!,2,10,0.000,0.100,0.024,0.000,0.000,0.012,0
I'm not sure if burning and looting really can positively impact a community,2,14,0.071,0.000,0.012,0.000,0.000,0.000,0
The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some,2,28,0.000,0.000,0.000,0.000,0.000,0.012,0
Professor: introduce yourselves and say one interesting fact\n\nHi I'm Ethan and the Sun will engulf our planet in a fiery explosion one day,2,25,0.040,0.120,0.000,0.000,0.000,0.012,0
He who is affected by an insult is infected by it.,2,12,0.000,0.000,0.012,0.000,0.000,0.012,0
You insult the late Sherri Martel,2,6,0.000,0.167,0.000,0.000,0.000,0.000,0
maps by the yeah yeah yeahs came on the radio today and i almost burst into tears,2,17,0.000,0.059,0.000,0.012,0.000,0.000,0
